feature,domain,mean_imp,std_imp,median_imp,cv_imp,presence_pct,stability_score,passes_presence,psi_train_val,adjusted_score,excluded_hard_drift,selected_final
precipitacion_sum_lag1,clima_meteo,0.046464,0.011494,0.04819,0.2474,1.0,0.801686,True,0.009010871825584854,0.79452662244315,False,True
dow_sin,calendario,0.053786,0.014096,0.051779,0.2621,1.0,0.792345,True,0.00035789082455472553,0.7920615284464861,False,True
pm10_min,clima_contaminacion,0.073979,0.013209,0.072987,0.1786,1.0,0.848496,True,0.0758786982922399,0.7886539638221594,False,True
dow,calendario,0.096264,0.025913,0.090625,0.2692,1.0,0.787908,True,0.00045409229801927236,0.787550379438395,False,True
pm2_5_mean_lag3,clima_contaminacion,0.062558,0.013039,0.062614,0.2084,1.0,0.827523,True,0.05179818031150181,0.7867697582010647,False,True
humedad_mean_lag1,clima_meteo,0.395701,0.065121,0.380177,0.1646,1.0,0.858685,True,0.09146061506684092,0.7867301743612749,False,True
pm2_5_mean,clima_contaminacion,0.041388,0.008969,0.041843,0.2167,1.0,0.821883,True,0.050021122741347165,0.7827299681879403,False,True
humedad_max,clima_meteo,0.130107,0.020114,0.127004,0.1546,1.0,0.866103,True,0.10671418961759571,0.78258958647604,False,True
atenciones_lag28_norm,atenciones,0.127928,0.022573,0.123531,0.1765,1.0,0.850012,True,0.08663925534865892,0.7822393639987405,False,True
temperatura_min,clima_meteo,0.388105,0.057484,0.369632,0.1481,1.0,0.870993,True,0.11975798058378777,0.7778404040004308,False,True
ozono_mean_std7,clima_contaminacion,0.061582,0.01353,0.064294,0.2197,1.0,0.819867,True,0.05537878411258258,0.7768462018964943,False,True
atenciones_lag5_norm,atenciones,0.124275,0.02519,0.124443,0.2027,1.0,0.831465,True,0.07245267707635086,0.7752929502369135,False,True
no2_std,clima_contaminacion,0.093452,0.013851,0.092403,0.1482,1.0,0.870914,True,0.12544799692543643,0.7738376205557368,False,True
precipitacion_sum_lag3,clima_meteo,0.03076,0.008849,0.028758,0.2877,1.0,0.776591,True,0.00719615144584022,0.771042461674616,False,True
no2_max,clima_contaminacion,0.062145,0.01452,0.059782,0.2336,1.0,0.810604,True,0.05715820152956713,0.7667764378379357,False,False
temperatura_std,clima_meteo,0.06881,0.014705,0.069038,0.2137,1.0,0.823919,True,0.07531459029725823,0.7662120531371541,False,True
pm2_5_mean_lag5,clima_contaminacion,0.072822,0.017735,0.070536,0.2435,1.0,0.80416,True,0.0499189820868539,0.7659257654353717,False,True
pm2_5_std,clima_contaminacion,0.093608,0.01929,0.087218,0.2061,1.0,0.82914,True,0.08387188367463491,0.7649797106914323,False,True
no2_mean_lag7,clima_contaminacion,0.129874,0.028326,0.12229,0.2181,1.0,0.820946,True,0.07325185875584567,0.7649145848688972,False,True
atenciones_pct_change_7,atenciones,0.232267,0.034003,0.230996,0.1464,1.0,0.872298,True,0.14268740136437363,0.7633741292312074,False,True
pm2_5_mean_lag7,clima_contaminacion,0.044634,0.011177,0.043316,0.2504,1.0,0.799738,True,0.05027799326050034,0.7614536390668151,False,True
atenciones_lag21_norm,atenciones,0.05925,0.010556,0.057476,0.1782,1.0,0.848786,True,0.11631614911996263,0.7603455353298727,False,True
pm2_5_mean_lag1,clima_contaminacion,0.037696,0.009478,0.03648,0.2514,1.0,0.799078,True,0.05321586679948698,0.7587029641209627,False,True
ozono_std,clima_contaminacion,0.089585,0.013067,0.086971,0.1459,1.0,0.872702,True,0.16381317367123643,0.7498643422698771,False,True
pm10_mean_lag5,clima_contaminacion,0.188671,0.034098,0.1751,0.1807,1.0,0.846937,True,0.13172102660542714,0.7483619903576143,False,False
temperatura_mean_std7,clima_meteo,0.063518,0.011525,0.064513,0.1814,1.0,0.846423,True,0.13120498033644085,0.748249004126784,False,True
temp_range,clima_meteo,0.0684,0.018954,0.065689,0.2771,1.0,0.783021,True,0.04774930091313975,0.7473362180414509,False,False
atenciones_lag28,atenciones,0.111076,0.016802,0.107179,0.1513,1.0,0.86861,True,0.1641836118004217,0.7461108292502812,False,True
pm2_5_min,clima_contaminacion,0.037395,0.00969,0.035834,0.2591,1.0,0.794209,True,0.06488322759395332,0.7458179257780901,False,False
atenciones_std7,atenciones,0.094138,0.021522,0.092243,0.2286,1.0,0.81392,True,0.0921800025622488,0.7452251442899044,False,True
total_atenciones,atenciones,1.618398,0.173999,1.575316,0.1075,1.0,0.902924,True,0.21287285436870199,0.744450662530468,False,True
precipitacion_max,clima_meteo,0.025549,0.00868,0.024905,0.3397,1.0,0.746409,True,0.012001897287137669,0.7375569176311728,False,True
no2_mean,clima_contaminacion,0.053116,0.013907,0.049866,0.2618,1.0,0.79251,True,0.07678074511728096,0.7359994164027155,False,True
atenciones_lag7_norm,atenciones,0.063505,0.015824,0.061982,0.2492,1.0,0.800531,True,0.08769921054090778,0.735985640370098,False,True
ozono_mean_std14,clima_contaminacion,0.080527,0.017038,0.082503,0.2116,1.0,0.82537,True,0.12527466343185945,0.7334831457795282,False,True
no2_mean_ma3,clima_contaminacion,0.069453,0.015742,0.070344,0.2267,1.0,0.81522,True,0.11963361930090986,0.7281131844799522,False,True
pm10_mean_lag7,clima_contaminacion,0.060551,0.01294,0.059449,0.2137,1.0,0.823929,True,0.13442786690655462,0.7262947464846339,False,False
atenciones_min7_norm,atenciones,0.309622,0.059314,0.312532,0.1916,1.0,0.839229,True,0.15618743641842592,0.7258589512092586,False,True
pm2_5_mean_std7,clima_contaminacion,0.087048,0.018425,0.082857,0.2117,1.0,0.825308,True,0.1424735467977727,0.7223869666945438,False,True
humedad_min,clima_meteo,0.341267,0.092485,0.319067,0.271,1.0,0.786778,True,0.09212684571472876,0.7204089919473621,False,True
precipitacion_sum,clima_meteo,0.019789,0.007553,0.019509,0.3817,1.0,0.723762,True,0.009010871825584854,0.7172985150204683,False,True
atenciones_lag14,atenciones,0.064514,0.012913,0.062796,0.2002,1.0,0.833224,True,0.16616260446423167,0.7145007023980218,False,True
atenciones_std3_norm,atenciones,0.135991,0.019055,0.138069,0.1401,1.0,0.877101,True,0.22910695842392775,0.7136083592958405,False,True
atenciones_lag1_norm,atenciones,0.086355,0.022733,0.090628,0.2632,1.0,0.791609,True,0.1107119702701582,0.7127041223904854,False,True
atenciones_std14,atenciones,0.214694,0.037047,0.206986,0.1726,1.0,0.852836,True,0.19768936870673434,0.7120677717302383,False,True
precipitacion_sum_ma3,clima_meteo,0.041863,0.01567,0.039361,0.3743,1.0,0.727629,True,0.022210949966807163,0.7118188276339902,False,True
pm10_std,clima_contaminacion,0.092995,0.017702,0.092847,0.1904,1.0,0.840084,True,0.18044309238885758,0.7116683603103016,False,False
pm2_5_max,clima_contaminacion,0.024438,0.008614,0.024938,0.3525,1.0,0.739378,True,0.04151529422303393,0.7099060418038056,False,False
month_sin,calendario,0.091664,0.028303,0.090813,0.3088,1.0,0.764077,True,0.07843964102336785,0.7085023314563451,False,True
atenciones_min3_norm,atenciones,0.239017,0.057212,0.235895,0.2394,1.0,0.806865,True,0.13909527704839353,0.7083384649708464,False,True
no2_mean_lag1,clima_contaminacion,0.091426,0.028542,0.088388,0.3122,1.0,0.762085,True,0.0758957691023545,0.7083260496840003,False,True
precipitacion_sum_lag7,clima_meteo,0.048075,0.019342,0.044379,0.4023,1.0,0.713103,True,0.00833969704226721,0.7072051235230785,False,True
pm10_mean,clima_contaminacion,0.030627,0.007743,0.031301,0.2528,1.0,0.798211,True,0.1294776615291152,0.7067080892236168,False,False
pm10_mean_lag1,clima_contaminacion,0.054505,0.013982,0.053888,0.2565,1.0,0.795839,True,0.1294776615291152,0.7046080034221953,False,False
humedad_mean_lag2,clima_meteo,0.202565,0.059673,0.1897,0.2946,1.0,0.772448,True,0.09739224415846297,0.7038941673880273,False,True
no2_mean_lag3,clima_contaminacion,0.049708,0.015856,0.04824,0.319,1.0,0.758166,True,0.07821323760229461,0.7031688849285433,False,True
atenciones_lag2_norm,atenciones,0.08104,0.02418,0.080885,0.2984,1.0,0.770194,True,0.09545473839163228,0.7030815359207024,False,True
atenciones_lag7,atenciones,0.060863,0.013054,0.061728,0.2145,1.0,0.823395,True,0.17883811779740022,0.6984801285001474,False,True
pm10_mean_lag3,clima_contaminacion,0.058204,0.015598,0.058921,0.268,1.0,0.788646,True,0.13267494788536907,0.6962685998064592,False,False
pm10_max,clima_contaminacion,0.044078,0.011314,0.046169,0.2567,1.0,0.795745,True,0.1464397085078487,0.6941010452574987,False,False
total_atenciones_norm,atenciones,0.081359,0.023327,0.083068,0.2867,1.0,0.777169,True,0.1198682473624088,0.693982530382875,False,True
temperatura_mean_ma14,clima_meteo,1.62873,0.36441,1.68164,0.2237,1.0,0.817168,True,0.19264758132265292,0.6851713890986607,False,True
humedad_mean,clima_meteo,0.218658,0.07425,0.190679,0.3396,1.0,0.746507,True,0.09041950859303335,0.6846053231046985,False,True
atenciones_lag21,atenciones,0.076315,0.019161,0.073139,0.2511,1.0,0.799315,True,0.17302295517589666,0.6814146274572619,False,True
atenciones_lag5,atenciones,0.143664,0.035031,0.139839,0.2438,1.0,0.803961,True,0.1876523897700254,0.6769329198720152,False,True
ozono_min,clima_contaminacion,0.096556,0.013412,0.094897,0.1389,1.0,0.87804,True,0.3035898198435547,0.6735554287355318,False,True
humedad_mean_std14,clima_meteo,0.366267,0.094421,0.361766,0.2578,1.0,0.795044,True,0.18427405044961803,0.6713344767608105,False,True
atenciones_lag10,atenciones,0.165705,0.046051,0.156903,0.2779,1.0,0.782527,True,0.16609872960172925,0.6710641047240187,False,True
atenciones_trend_14_28,atenciones,0.426462,0.058344,0.427818,0.1368,1.0,0.879654,True,0.31310282065257444,0.6699048895217795,False,True
contaminacion_total_std14,clima_contaminacion,0.068552,0.013003,0.069008,0.1897,1.0,0.840558,True,0.25734975058754184,0.6685156613004608,False,True
temperatura_mean_std14,clima_meteo,0.097355,0.023821,0.093612,0.2447,1.0,0.803416,True,0.2088557696489979,0.6646086490808404,False,True
month,calendario,0.049643,0.018524,0.05064,0.3732,1.0,0.728252,True,0.09681375075223955,0.6639705232547779,False,True
pm10_mean_std7,clima_contaminacion,0.059392,0.011986,0.058,0.2018,1.0,0.832074,True,0.25399309201583714,0.6635395404470789,False,False
atenciones_lag3_norm,atenciones,0.102654,0.039444,0.093092,0.3842,1.0,0.722416,True,0.09003707034264292,0.6627444328777876,False,True
pm2_5_mean_std14,clima_contaminacion,0.069425,0.015734,0.068131,0.2266,1.0,0.815243,True,0.2316733057360485,0.6618987325643227,False,False
pm10_mean_ma3,clima_contaminacion,0.045723,0.010556,0.044247,0.2309,1.0,0.812438,True,0.2454201614221114,0.6523404913184472,False,True
precipitacion_sum_ma14,clima_meteo,0.047355,0.016186,0.04386,0.3418,1.0,0.745266,True,0.1590748949198534,0.6429834717898302,False,True
atenciones_ma3_norm,atenciones,0.105578,0.031952,0.099294,0.3026,1.0,0.767674,True,0.19854389514615417,0.6405055360165907,False,True
atenciones_max7_norm,atenciones,0.085571,0.017611,0.084501,0.2058,1.0,0.829318,True,0.29931608013333116,0.6382727133761773,False,True
precipitacion_sum_ma7,clima_meteo,0.020841,0.007239,0.018917,0.3473,1.0,0.742199,True,0.17968152109425217,0.6291520098675014,False,True
after_holiday,calendario,0.004919,0.0029,0.003863,0.5896,1.0,0.629102,True,0.0,0.629102,False,True
no2_mean_std7,clima_contaminacion,0.113316,0.037139,0.102675,0.3277,1.0,0.753156,True,0.21198465194753113,0.6214237109271623,False,True
atenciones_min10_norm,atenciones,0.108814,0.04231,0.108858,0.3888,1.0,0.720033,True,0.16927014700428264,0.6157969583374328,False,False
humedad_mean_ma14,clima_meteo,3.472092,0.383864,3.453849,0.1106,1.0,0.900449,True,0.4737728725696157,0.6109822054398454,False,False
atenciones_min14_norm,atenciones,0.064994,0.027178,0.059042,0.4182,1.0,0.705136,True,0.15682266830432923,0.6095454552542512,False,True
atenciones_ma7_norm,atenciones,0.119476,0.031345,0.119692,0.2624,1.0,0.792171,True,0.30207287432688995,0.6083922149207777,False,True
atenciones_lag3,atenciones,0.176222,0.067681,0.153716,0.3841,1.0,0.722508,True,0.18858111414473888,0.6078743734035278,False,True
atenciones_lag2,atenciones,0.288515,0.116424,0.253608,0.4035,1.0,0.712491,True,0.19331952540325065,0.5970664057970831,False,True
atenciones_max3_norm,atenciones,0.078261,0.028553,0.068489,0.3648,1.0,0.732686,True,0.23094475257082042,0.595222489449498,False,False
no2_mean_ma7,clima_contaminacion,0.040811,0.015896,0.038914,0.3895,1.0,0.719683,True,0.2218221383673898,0.5890243574745234,False,True
atenciones_lag1,atenciones,0.269944,0.130508,0.229426,0.4835,1.0,0.674099,True,0.1954854067745534,0.5638705384273442,False,True
contaminacion_total_lag3,clima_contaminacion,0.063543,0.009641,0.063175,0.1517,1.0,0.868262,True,0.5625975698877225,0.5556529824005725,True,False
ozono_mean_lag1,clima_contaminacion,0.174724,0.019432,0.174358,0.1112,1.0,0.899914,True,0.6262790437081986,0.5533576808245895,True,False
no2_mean_ma14,clima_contaminacion,0.090512,0.034289,0.083746,0.3788,1.0,0.725248,True,0.3185531039473399,0.550033212791227,False,True
contaminacion_total,clima_contaminacion,0.057086,0.010441,0.057149,0.1829,1.0,0.845384,True,0.5645800638216478,0.5403264553525389,True,False
atenciones_ma21_norm,atenciones,0.178187,0.043977,0.174233,0.2468,1.0,0.802052,True,0.4845073218731763,0.540281606013204,False,False
ozono_mean_lag7,clima_contaminacion,0.243951,0.032018,0.240659,0.1312,1.0,0.883979,True,0.6368917475593396,0.5400351008660421,True,False
ozono_mean_lag3,clima_contaminacion,0.180789,0.023349,0.176225,0.1292,1.0,0.885622,True,0.6469616329839998,0.537730802141038,True,False
atenciones_std28,atenciones,0.239213,0.044781,0.244039,0.1872,1.0,0.842318,True,0.5689357342691189,0.5368722131836647,True,False
atenciones_min21_norm,atenciones,0.095221,0.032635,0.089214,0.3427,1.0,0.744753,True,0.39269426766005133,0.5347569939031227,False,False
atenciones_ma14_norm,atenciones,0.153998,0.051018,0.149986,0.3313,1.0,0.751151,True,0.4064491782295547,0.5340761768196649,False,False
atenciones_std21_norm,atenciones,0.882454,0.100533,0.887115,0.1139,1.0,0.897727,True,0.6899321494512947,0.5312207358688831,True,False
contaminacion_total_lag7,clima_contaminacion,0.071315,0.014324,0.069426,0.2009,1.0,0.832735,True,0.5778083037265924,0.5277795775527234,True,False
ozono_max,clima_contaminacion,0.061798,0.010976,0.059692,0.1776,1.0,0.849174,True,0.6133772773068455,0.5263331843978221,True,False
contaminacion_total_lag2,clima_contaminacion,0.057267,0.012877,0.054516,0.2249,1.0,0.816424,True,0.5581678290754262,0.5239640972978139,True,False
ozono_mean_lag5,clima_contaminacion,0.159755,0.024472,0.163224,0.1532,1.0,0.867163,True,0.6573308660602374,0.5232286550369973,True,False
contaminacion_total_lag5,clima_contaminacion,0.074939,0.017129,0.071249,0.2286,1.0,0.813952,True,0.5806045926145459,0.5149624414627361,True,False
atenciones_std28_norm,atenciones,0.088649,0.024318,0.081628,0.2743,1.0,0.784732,True,0.5241319770262896,0.5148714230975446,True,False
atenciones_ma7,atenciones,4.580221,0.326305,4.549092,0.0712,1.0,0.933496,True,0.8156933285408057,0.5141264691159109,True,False
atenciones_ma10_norm,atenciones,0.068222,0.031755,0.066612,0.4655,1.0,0.682375,True,0.36526587236599944,0.4998110725623334,False,False
ozono_mean_lag2,clima_contaminacion,0.066194,0.015289,0.065001,0.231,1.0,0.812368,True,0.6262790437081986,0.4995255907299032,True,False
contaminacion_total_lag1,clima_contaminacion,0.057594,0.016737,0.055562,0.2906,1.0,0.774836,True,0.5645800638216478,0.495235761925397,True,False
ozono_mean,clima_contaminacion,0.07853,0.019113,0.075485,0.2434,1.0,0.80426,True,0.6277462714742348,0.4940942050333122,True,False
atenciones_ma28_norm,atenciones,0.051671,0.016083,0.046119,0.3113,1.0,0.762625,True,0.5437487539996649,0.4940084958929564,True,False
pm10_mean_std14,clima_contaminacion,0.064275,0.028029,0.061927,0.4361,1.0,0.696338,True,0.42070560096969867,0.4901353239719168,False,False
atenciones_std7_norm,atenciones,0.053445,0.024036,0.048262,0.4497,1.0,0.689782,True,0.4132187385025488,0.4880928770665009,False,False
atenciones_max10_norm,atenciones,0.069464,0.028693,0.063045,0.4131,1.0,0.707684,True,0.470756616138798,0.48117002652545915,False,False
atenciones_std10_norm,atenciones,0.264557,0.067694,0.265488,0.2559,1.0,0.796258,True,0.7077797519239903,0.46625333220102483,True,False
atenciones_std14_norm,atenciones,0.101517,0.024675,0.094271,0.2431,1.0,0.804467,True,0.7299758644670573,0.46501631411362326,True,False
atenciones_max14_norm,atenciones,0.184393,0.054652,0.167806,0.2964,1.0,0.771374,True,0.6723066966607616,0.46126347609578355,True,False
ozono_mean_ma3,clima_contaminacion,0.061916,0.015441,0.061077,0.2494,1.0,0.800393,True,0.9119302827907126,0.41863085030052544,True,False
no2_mean_std14,clima_contaminacion,0.090958,0.038014,0.091593,0.4179,1.0,0.705255,True,0.7079218204539613,0.41293166440870516,True,False
atenciones_max21,atenciones,0.050523,0.03481,0.04518,0.689,1.0,0.59207,True,0.5275888786011467,0.38758464943930077,True,False
atenciones_max28_norm,atenciones,0.059085,0.019125,0.055376,0.3237,1.0,0.755468,True,1.006200644252178,0.37656652247841577,True,False
atenciones_min28_norm,atenciones,0.22907,0.062146,0.223013,0.2713,1.0,0.786599,True,1.1732477360615836,0.36194631055983306,True,False
atenciones_max21_norm,atenciones,0.131382,0.052463,0.123802,0.3993,1.0,0.714633,True,0.9958600069906509,0.3580576781422263,True,False
contaminacion_total_ma7,clima_contaminacion,0.077958,0.014994,0.077189,0.1923,1.0,0.838692,True,1.354883441398035,0.3561501114051274,True,False
est_primavera,calendario,0.003233,0.004539,0.00057,1.4039,0.8,0.332795,True,0.0,0.332795,False,False
ozono_mean_ma7,clima_contaminacion,0.040928,0.01219,0.03928,0.2978,1.0,0.770508,True,1.3234177577184298,0.33162697385795575,True,False
pm25_pm10_ratio,clima_meteo,0.126211,0.017534,0.126423,0.1389,1.0,0.878022,True,1.7198227724442279,0.32282324013742497,True,False
before_holiday,calendario,0.00045,0.000532,0.000229,1.183,0.7,0.320653,True,0.0,0.320653,False,False
atenciones_ma_baseline,atenciones,0.169423,0.061304,0.165575,0.3618,1.0,0.734299,True,1.399171150737861,0.3060636169179375,True,False
ozono_mean_ma14,clima_contaminacion,0.101791,0.035284,0.097907,0.3466,1.0,0.742595,True,1.9178011460410065,0.2545050066237665,True,False
month_cos,calendario,0.01986,0.043789,0.001218,2.2048,0.6667,0.208018,True,0.04167487323229304,0.19969570673671425,False,False
is_holiday,calendario,0.000306,0.000462,0.0,1.5092,0.4667,0.185985,False,0.0,0.185985,False,False
atenciones_min28,atenciones,0.0374,0.028449,0.024271,0.7607,1.0,0.56797,True,2.4468170964515408,0.16478100929252054,True,False
pm2_5_h_gt_25,clima_contaminacion,0.000328,0.000675,0.0,2.0571,0.4667,0.152649,False,0.0,0.152649,False,False
ozono_h_gt_100,clima_contaminacion,3.5e-05,7.7e-05,0.0,2.2279,0.2,0.061961,False,0.0,0.061961,False,False
est_verano,calendario,0.000134,0.000374,0.0,2.7952,0.1333,0.035132,False,0.0,0.035132,False,False
est_otono,calendario,0.001134,0.003828,0.0,3.3757,0.1333,0.030471,False,0.0,0.030471,False,False
est_invierno,calendario,0.00048,0.00231,0.0,4.808,0.1333,0.022957,False,0.0,0.022957,False,False
pm10_h_gt_50,clima_contaminacion,2.3e-05,7.7e-05,0.0,3.3669,0.1,0.022899,False,0.0,0.022899,False,False
pm10_h_gt_100,clima_contaminacion,7e-06,3.4e-05,0.0,4.7944,0.0667,0.011505,False,0.0,0.011505,False,False
no2_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
pm2_5_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
