feature,domain,mean_imp,std_imp,median_imp,cv_imp,presence_pct,stability_score,passes_presence,psi_train_val,adjusted_score,excluded_hard_drift,selected_final
humedad_mean_lag2,clima_meteo,0.112781,0.048368,0.101793,0.4289,1.0,0.699857,True,0.09739224415846297,0.6377455314864983,False,True
no2_std,clima_contaminacion,0.05041,0.020177,0.046593,0.4003,1.0,0.714155,True,0.12544799692543643,0.6345517535692183,False,False
atenciones_ma7_norm,atenciones,0.406736,0.086599,0.392524,0.2129,1.0,0.824462,True,0.30207287432688995,0.6331919021246856,False,True
humedad_mean_ma14,clima_meteo,3.698366,0.271637,3.667935,0.0734,1.0,0.931578,True,0.4737728725696157,0.6321041846670276,False,False
pm2_5_mean_std14,clima_contaminacion,0.074454,0.024926,0.068891,0.3348,1.0,0.749187,True,0.2316733057360485,0.6082676278774147,False,False
atenciones_ma3_norm,atenciones,0.111985,0.042484,0.101102,0.3794,1.0,0.724968,True,0.19854389514615417,0.6048739665989413,False,True
after_holiday,calendario,0.003125,0.002054,0.002397,0.6573,1.0,0.603387,True,0.0,0.603387,False,True
no2_mean_std7,clima_contaminacion,0.068959,0.025382,0.060369,0.3681,1.0,0.730954,True,0.21198465194753113,0.6031049971016004,False,True
atenciones_max7_norm,atenciones,0.262917,0.075767,0.258158,0.2882,1.0,0.77629,True,0.29931608013333116,0.5974604731439481,False,True
month,calendario,0.039324,0.020757,0.038046,0.5278,1.0,0.654517,True,0.09681375075223955,0.5967439773171203,False,True
precipitacion_sum_ma7,clima_meteo,0.026249,0.011597,0.024035,0.4418,1.0,0.693581,True,0.17968152109425217,0.5879391917206995,False,True
no2_mean_ma14,clima_contaminacion,0.094361,0.028174,0.090302,0.2986,1.0,0.770071,True,0.3185531039473399,0.5840272930188748,False,True
no2_mean_ma7,clima_contaminacion,0.024399,0.010224,0.022679,0.419,1.0,0.704697,True,0.2218221383673898,0.5767590698116035,False,True
atenciones_std7_norm,atenciones,0.119337,0.027571,0.113821,0.231,1.0,0.812327,True,0.4132187385025488,0.5748062758216357,False,True
atenciones_ma14_norm,atenciones,0.139541,0.037512,0.137076,0.2688,1.0,0.788133,True,0.4064491782295547,0.5603707636219787,False,False
contaminacion_total_lag3,clima_contaminacion,0.052603,0.007875,0.052973,0.1497,1.0,0.869793,True,0.5625975698877225,0.5566327612185505,True,False
atenciones_min21_norm,atenciones,0.14656,0.044002,0.151772,0.3002,1.0,0.769096,True,0.39269426766005133,0.5522360634773087,False,True
pm10_mean_std14,clima_contaminacion,0.104786,0.029014,0.100148,0.2769,1.0,0.783153,True,0.42070560096969867,0.5512422837394749,False,False
contaminacion_total_lag1,clima_contaminacion,0.059354,0.010826,0.059399,0.1824,1.0,0.845738,True,0.5645800638216478,0.5405527141475891,True,False
atenciones_max3_norm,atenciones,0.054439,0.027523,0.044571,0.5056,1.0,0.664199,True,0.23094475257082042,0.5395847365308838,False,False
ozono_min,clima_contaminacion,0.057417,0.024689,0.051582,0.43,1.0,0.699299,True,0.3035898198435547,0.5364409796356984,False,False
ozono_mean_lag7,clima_contaminacion,0.205923,0.029501,0.201815,0.1433,1.0,0.874691,True,0.6368917475593396,0.534360932116735,True,False
ozono_mean_lag1,clima_contaminacion,0.128111,0.020243,0.127818,0.158,1.0,0.863548,True,0.6262790437081986,0.5309962047047969,True,False
contaminacion_total,clima_contaminacion,0.035535,0.007595,0.034369,0.2137,1.0,0.823909,True,0.5645800638216478,0.5266007276019595,True,False
contaminacion_total_lag5,clima_contaminacion,0.10744,0.023588,0.105724,0.2196,1.0,0.819974,True,0.5806045926145459,0.5187723759828167,True,False
atenciones_std28,atenciones,0.178583,0.041476,0.170637,0.2322,1.0,0.811524,True,0.5689357342691189,0.5172448955521078,True,False
ozono_max,clima_contaminacion,0.056481,0.011216,0.058954,0.1986,1.0,0.83432,True,0.6133772773068455,0.5171264103785453,True,False
ozono_mean_lag3,clima_contaminacion,0.108945,0.019758,0.107583,0.1814,1.0,0.846482,True,0.6469616329839998,0.5139658283759325,True,False
contaminacion_total_lag7,clima_contaminacion,0.167939,0.039833,0.165099,0.2372,1.0,0.808284,True,0.5778083037265924,0.5122827647002053,True,False
ozono_mean_lag2,clima_contaminacion,0.073133,0.014948,0.070062,0.2044,1.0,0.830296,True,0.6262790437081986,0.5105495291304873,True,False
atenciones_std28_norm,atenciones,0.065612,0.019278,0.059449,0.2938,1.0,0.772903,True,0.5241319770262896,0.507110284181557,True,False
month_cos,calendario,0.181707,0.151471,0.172862,0.8336,0.9667,0.527196,True,0.04167487323229304,0.5061041727579767,False,False
atenciones_ma10_norm,atenciones,0.079862,0.036829,0.076337,0.4612,1.0,0.68439,True,0.36526587236599944,0.5012869755646608,False,False
atenciones_std21_norm,atenciones,0.297976,0.058132,0.298767,0.1951,1.0,0.836757,True,0.6899321494512947,0.49514236430834646,True,False
ozono_mean_lag5,clima_contaminacion,0.125453,0.029805,0.124391,0.2376,1.0,0.80803,True,0.6573308660602374,0.4875489961282308,True,False
ozono_mean,clima_contaminacion,0.03503,0.009663,0.03242,0.2758,1.0,0.783797,True,0.6277462714742348,0.48152283542945684,True,False
atenciones_ma28_norm,atenciones,0.101352,0.037001,0.109306,0.3651,1.0,0.732562,True,0.5437487539996649,0.4745344720778049,True,False
atenciones_std14_norm,atenciones,0.30446,0.068913,0.321215,0.2263,1.0,0.81543,True,0.7299758644670573,0.47135339674302584,True,False
atenciones_ma21_norm,atenciones,0.051921,0.02274,0.043626,0.438,1.0,0.695424,True,0.4845073218731763,0.4684544089162877,False,False
no2_mean_std14,clima_contaminacion,0.180543,0.045819,0.195152,0.2538,1.0,0.797586,True,0.7079218204539613,0.4669921014230052,True,False
atenciones_max14_norm,atenciones,0.107901,0.033152,0.099953,0.3072,1.0,0.764967,True,0.6723066966607616,0.4574322410640795,True,False
atenciones_max10_norm,atenciones,0.103786,0.053447,0.095836,0.515,1.0,0.660076,True,0.470756616138798,0.4488002928267687,False,False
before_holiday,calendario,0.001653,0.00192,0.000663,1.1609,0.9333,0.431919,True,0.0,0.431919,False,False
ozono_mean_ma3,clima_contaminacion,0.060112,0.014196,0.062859,0.2362,1.0,0.808956,True,0.9119302827907126,0.42310957009333144,True,False
atenciones_std10_norm,atenciones,0.073433,0.029944,0.065988,0.4078,1.0,0.71034,True,0.7077797519239903,0.41594356602467536,True,False
contaminacion_total_ma3,clima_contaminacion,0.050732,0.012747,0.049328,0.2513,1.0,0.799196,True,1.0986235612759616,0.38081913057055805,True,False
atenciones_max28_norm,atenciones,0.092272,0.029323,0.087637,0.3178,1.0,0.758844,True,1.006200644252178,0.3782493053095709,True,False
est_verano,calendario,0.020782,0.021817,0.016379,1.0498,0.7667,0.374015,True,0.0,0.374015,False,False
atenciones_min28_norm,atenciones,0.177694,0.044454,0.179377,0.2502,1.0,0.799889,True,1.1732477360615836,0.3680615820861637,True,False
atenciones_max21_norm,atenciones,0.119323,0.054519,0.103219,0.4569,1.0,0.686389,True,0.9958600069906509,0.34390638501491616,True,False
atenciones_ma_baseline,atenciones,0.251911,0.061589,0.256198,0.2445,1.0,0.803544,True,1.399171150737861,0.33492566787195294,True,False
pm25_pm10_ratio,clima_meteo,0.259664,0.02727,0.256436,0.105,1.0,0.904961,True,1.7198227724442279,0.33272792961680264,True,False
ozono_mean_ma7,clima_contaminacion,0.067617,0.020287,0.06497,0.3,1.0,0.769217,True,1.3234177577184298,0.3310713269039325,True,False
atenciones_max14,atenciones,0.135057,0.101462,0.130017,0.7513,1.0,0.57102,True,0.7605543561983292,0.3243410224680809,True,False
contaminacion_total_ma7,clima_contaminacion,0.119731,0.037542,0.112905,0.3136,1.0,0.761293,True,1.354883441398035,0.3232826672508426,True,False
is_holiday,calendario,0.000752,0.00109,0.000268,1.448,0.7,0.285943,True,0.0,0.285943,False,False
ozono_mean_ma14,clima_contaminacion,0.306011,0.076425,0.313223,0.2497,1.0,0.800162,True,1.9178011460410065,0.274234589662045,True,False
est_primavera,calendario,0.004663,0.007308,0.00115,1.5674,0.7,0.272655,True,0.0,0.272655,False,False
atenciones_min28,atenciones,0.211045,0.074896,0.207176,0.3549,1.0,0.738073,True,2.4468170964515408,0.21413175673285298,True,False
est_invierno,calendario,0.002198,0.004107,7e-05,1.8685,0.5,0.174306,False,0.0,0.174306,False,False
est_otono,calendario,0.000913,0.001691,0.0,1.851,0.4,0.140302,False,0.0,0.140302,False,False
ozono_h_gt_100,clima_contaminacion,3.9e-05,9.5e-05,0.0,2.4086,0.2,0.058676,False,0.0,0.058676,False,False
pm10_h_gt_50,clima_contaminacion,9.4e-05,0.00024,0.0,2.5626,0.1667,0.046783,False,0.0,0.046783,False,False
pm2_5_h_gt_25,clima_contaminacion,1.7e-05,5.8e-05,0.0,3.3698,0.1,0.022884,False,0.0,0.022884,False,False
pm10_h_gt_100,clima_contaminacion,1e-06,5e-06,0.0,5.3852,0.0333,0.00522,False,0.0,0.00522,False,False
no2_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
pm2_5_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
