feature,domain,mean_imp,std_imp,median_imp,cv_imp,presence_pct,stability_score,passes_presence,psi_train_val,adjusted_score,excluded_hard_drift,selected_final
pm2_5_mean_delta1,clima_contaminacion,0.056035,0.010189,0.055156,0.1818,1.0,0.846141,True,0.037903401655776756,0.8152406077965865,False,False
pm2_5_mean_lag5,clima_contaminacion,0.122891,0.021009,0.125541,0.171,1.0,0.854002,True,0.0499189820868539,0.8133979998176214,False,True
atenciones_std10,atenciones,0.284728,0.045388,0.281314,0.1594,1.0,0.86251,True,0.062250135676666846,0.8119650645660498,False,True
atenciones_pct_change_14,atenciones,0.102001,0.013851,0.101439,0.1358,1.0,0.880442,True,0.08876796079397356,0.8086589904408522,False,True
pm2_5_mean_lag2,clima_contaminacion,0.082927,0.014802,0.083282,0.1785,1.0,0.848539,True,0.05306733141528029,0.8057784860343142,False,True
precipitacion_sum_lag5,clima_meteo,0.031547,0.007844,0.030355,0.2486,1.0,0.800872,True,0.007035965733252237,0.7952764620644526,False,True
no2_mean_lag5,clima_contaminacion,0.108129,0.01863,0.106204,0.1723,1.0,0.85303,True,0.07410896785019877,0.794174544233922,False,True
precipitacion_max,clima_meteo,0.048024,0.011759,0.045695,0.2449,1.0,0.803302,True,0.012001897287137669,0.7937751916803741,False,True
no2_mean_lag3,clima_contaminacion,0.140187,0.023657,0.139961,0.1687,1.0,0.855615,True,0.07821323760229461,0.7935489661606239,False,True
temperatura_max,clima_meteo,0.19023,0.038973,0.187897,0.2049,1.0,0.829963,True,0.04693498018169713,0.7927550571057991,False,True
total_atenciones_norm,atenciones,0.492974,0.064355,0.491907,0.1305,1.0,0.88453,True,0.1198682473624088,0.7898518438068999,False,True
atenciones_lag10_norm,atenciones,0.145472,0.02466,0.136692,0.1695,1.0,0.855051,True,0.08469395733277701,0.7882877877392618,False,True
humedad_std,clima_meteo,0.118287,0.026733,0.114435,0.226,1.0,0.815657,True,0.0348322625280264,0.7882021362644842,False,True
ozono_mean_std14,clima_contaminacion,0.247725,0.031839,0.248248,0.1285,1.0,0.886113,True,0.12527466343185945,0.7874637444493198,False,True
pm2_5_mean_lag1,clima_contaminacion,0.073498,0.015945,0.07739,0.2169,1.0,0.821727,True,0.05321586679948698,0.7802075774808297,False,True
humedad_mean_std7,clima_meteo,0.231849,0.040612,0.226567,0.1752,1.0,0.850944,True,0.0927482968435645,0.7787191272299182,False,True
pm10_mean_lag5,clima_contaminacion,0.152019,0.020956,0.150485,0.1379,1.0,0.878848,True,0.13172102660542714,0.7765588686074744,False,False
ozono_mean_std7,clima_contaminacion,0.119531,0.026333,0.111066,0.2203,1.0,0.819467,True,0.05537878411258258,0.776467191056006,False,True
pm2_5_mean_lag3,clima_contaminacion,0.033685,0.00767,0.033563,0.2277,1.0,0.814541,True,0.05179818031150181,0.7744270861533195,False,True
temperatura_mean_ma14,clima_meteo,4.442757,0.425505,4.509471,0.0958,1.0,0.912596,True,0.19264758132265292,0.7651849668683567,False,True
atenciones_lag14_norm,atenciones,0.100963,0.020471,0.095903,0.2028,1.0,0.831423,True,0.09131834896168506,0.7618519387958997,False,True
humedad_max,clima_meteo,0.094827,0.017861,0.098241,0.1884,1.0,0.841502,True,0.10671418961759571,0.7603607217602996,False,True
humedad_mean_lag3,clima_meteo,0.520288,0.102317,0.502628,0.1967,1.0,0.835663,True,0.09916116087714563,0.7602734064339842,False,True
temp_range,clima_meteo,0.083414,0.021945,0.080166,0.2631,1.0,0.791709,True,0.04774930091313975,0.755628277976426,False,True
temperatura_mean_std7,clima_meteo,0.116618,0.019952,0.113221,0.1711,1.0,0.853903,True,0.13120498033644085,0.7548614219732606,False,True
atenciones_lag5_norm,atenciones,0.112106,0.026385,0.104598,0.2354,1.0,0.809482,True,0.07245267707635086,0.7547950760930132,False,True
no2_mean_lag7,clima_contaminacion,0.097531,0.02371,0.093874,0.2431,1.0,0.80444,True,0.07325185875584567,0.7495351565778208,False,True
no2_mean_lag1,clima_contaminacion,0.215259,0.052288,0.219994,0.2429,1.0,0.804564,True,0.0758957691023545,0.7478084988393131,False,True
atenciones_std7,atenciones,0.070123,0.015775,0.071786,0.225,1.0,0.816352,True,0.0921800025622488,0.7474518834668665,False,True
atenciones_lag2_norm,atenciones,0.083704,0.018981,0.083217,0.2268,1.0,0.81515,True,0.09545473839163228,0.7441202008919319,False,True
no2_mean,clima_contaminacion,0.133799,0.033189,0.133569,0.2481,1.0,0.801249,True,0.07678074511728096,0.7441152747514346,False,True
ozono_std,clima_contaminacion,0.110501,0.017431,0.107253,0.1577,1.0,0.863746,True,0.16381317367123643,0.7421689490550466,False,True
total_atenciones,atenciones,1.502,0.170165,1.483923,0.1133,1.0,0.898237,True,0.21287285436870199,0.7405862838504458,False,True
atenciones_lag3_norm,atenciones,0.096123,0.022954,0.091035,0.2388,1.0,0.807235,True,0.09003707034264292,0.7405573828294236,False,True
temperatura_std,clima_meteo,0.058869,0.015162,0.059887,0.2576,1.0,0.795194,True,0.07531459029725823,0.7394989402870259,False,False
pm10_mean_lag1,clima_contaminacion,0.132197,0.026627,0.120854,0.2014,1.0,0.83235,True,0.1294776615291152,0.7369335652669251,False,False
pm10_min,clima_contaminacion,0.078143,0.020483,0.072852,0.2621,1.0,0.792312,True,0.0758786982922399,0.7364324633043204,False,True
atenciones_lag1_norm,atenciones,0.084946,0.01892,0.086987,0.2227,1.0,0.817845,True,0.1107119702701582,0.7363250076444893,False,True
pm10_mean_lag3,clima_contaminacion,0.033417,0.006695,0.032697,0.2004,1.0,0.833083,True,0.13267494788536907,0.7355005083809015,False,False
atenciones_lag21_norm,atenciones,0.082165,0.018213,0.07865,0.2217,1.0,0.818559,True,0.11631614911996263,0.733268080592853,False,True
precipitacion_sum_ma3,clima_meteo,0.033745,0.011583,0.031272,0.3433,1.0,0.744458,True,0.022210949966807163,0.7282821613524819,False,True
humedad_mean_lag2,clima_meteo,0.248234,0.062527,0.246844,0.2519,1.0,0.798795,True,0.09739224415846297,0.7279029027697906,False,True
no2_max,clima_contaminacion,0.116796,0.035859,0.1154,0.307,1.0,0.765096,True,0.05715820152956713,0.7237289545623428,False,True
atenciones_lag28,atenciones,0.101119,0.019737,0.10212,0.1952,1.0,0.83669,True,0.1641836118004217,0.7186924738667732,False,True
pm10_std,clima_contaminacion,0.089531,0.016099,0.087691,0.1798,1.0,0.847591,True,0.18044309238885758,0.7180278367208145,False,True
precipitacion_sum_ma14,clima_meteo,0.061902,0.012622,0.061154,0.2039,1.0,0.830635,True,0.1590748949198534,0.7166361756609662,False,True
precipitacion_sum_lag2,clima_meteo,0.022664,0.008698,0.022105,0.3838,1.0,0.722662,True,0.009010871825584854,0.7162083384617065,False,True
humedad_mean_std14,clima_meteo,0.13581,0.024522,0.134023,0.1806,1.0,0.847054,True,0.18427405044961803,0.7152516764835047,False,True
pm2_5_min,clima_contaminacion,0.067957,0.021816,0.071063,0.321,1.0,0.756989,True,0.06488322759395332,0.7108657366220108,False,False
pm2_5_mean_lag7,clima_contaminacion,0.035829,0.012193,0.033405,0.3403,1.0,0.746094,True,0.05027799326050034,0.7103776379088107,False,True
atenciones_pct_change_7,atenciones,0.143359,0.033261,0.141522,0.232,1.0,0.811682,True,0.14268740136437363,0.7103272505068737,False,True
precipitacion_sum,clima_meteo,0.016372,0.006488,0.015683,0.3963,1.0,0.716176,True,0.009010871825584854,0.7097802610434077,False,True
atenciones_lag14,atenciones,0.133896,0.028043,0.124989,0.2094,1.0,0.826827,True,0.16616260446423167,0.7090151895068423,False,True
pm2_5_mean,clima_contaminacion,0.03587,0.012491,0.034235,0.3482,1.0,0.741719,True,0.050021122741347165,0.7063848373483707,False,True
humedad_mean,clima_meteo,0.114077,0.03416,0.108575,0.2994,1.0,0.769558,True,0.09041950859303335,0.7057448935345623,False,True
atenciones_min7_norm,atenciones,0.226768,0.051629,0.226956,0.2277,1.0,0.81455,True,0.15618743641842592,0.7045137962433395,False,True
pm10_mean_lag7,clima_contaminacion,0.038241,0.00973,0.035719,0.2544,1.0,0.797174,True,0.13442786690655462,0.702710170699346,False,False
pm2_5_std,clima_contaminacion,0.09808,0.030789,0.092609,0.3139,1.0,0.761083,True,0.08387188367463491,0.7021890792292826,False,False
pm10_mean_lag2,clima_contaminacion,0.074184,0.019198,0.070017,0.2588,1.0,0.794416,True,0.13136802702409012,0.7021729278399385,False,False
pm10_mean,clima_contaminacion,0.072838,0.019162,0.068769,0.2631,1.0,0.791721,True,0.1294776615291152,0.7009620703150059,False,False
atenciones_lag21,atenciones,0.119232,0.026752,0.110422,0.2244,1.0,0.816749,True,0.17302295517589666,0.6962770817025717,False,True
no2_mean_ma3,clima_contaminacion,0.035788,0.01024,0.034448,0.2861,1.0,0.777535,True,0.11963361930090986,0.6944548525485387,False,True
humedad_mean_lag1,clima_meteo,0.213714,0.069523,0.213382,0.3253,1.0,0.75454,True,0.09146061506684092,0.6913121642541284,False,True
atenciones_ma3,atenciones,3.099692,0.282261,3.109857,0.0911,1.0,0.916539,True,0.33126578594941025,0.688471836107737,False,True
no2_std,clima_contaminacion,0.061837,0.017974,0.060477,0.2907,1.0,0.774797,True,0.12544799692543643,0.6884342964904953,False,False
no2_mean_std7,clima_contaminacion,0.088935,0.017697,0.092926,0.199,1.0,0.834041,True,0.21198465194753113,0.6881613547331513,False,True
atenciones_trend_14_28,atenciones,0.853971,0.092024,0.841394,0.1078,1.0,0.902723,True,0.31310282065257444,0.6874732014903239,False,True
pm2_5_max,clima_contaminacion,0.041887,0.016616,0.038437,0.3967,1.0,0.715979,True,0.04151529422303393,0.6874397370555344,False,False
atenciones_std3_norm,atenciones,0.163055,0.031429,0.159236,0.1927,1.0,0.8384,True,0.22910695842392775,0.6821212704507608,False,True
atenciones_min3_norm,atenciones,0.139063,0.041421,0.136108,0.2979,1.0,0.770501,True,0.13909527704839353,0.6764148842724645,False,True
pm2_5_mean_std7,clima_contaminacion,0.026529,0.007835,0.026421,0.2953,1.0,0.772004,True,0.1424735467977727,0.67573030654744,False,True
pm10_max,clima_contaminacion,0.042484,0.012458,0.04079,0.2932,1.0,0.773247,True,0.1464397085078487,0.6744768122227913,False,False
temperatura_mean_std14,clima_meteo,0.052968,0.01229,0.053978,0.232,1.0,0.811675,True,0.2088557696489979,0.6714407296378104,False,True
pm2_5_mean_std14,clima_contaminacion,0.122713,0.026917,0.119408,0.2193,1.0,0.820112,True,0.2316733057360485,0.6658518912284948,False,True
atenciones_lag7_norm,atenciones,0.074331,0.028876,0.067239,0.3885,1.0,0.720212,True,0.08769921054090778,0.6621426153668365,False,True
precipitacion_sum_lag7,clima_meteo,0.032022,0.016019,0.029092,0.5002,1.0,0.666559,True,0.00833969704226721,0.6610460759952204,False,True
atenciones_lag5,atenciones,0.153516,0.04275,0.150254,0.2785,1.0,0.782184,True,0.1876523897700254,0.6585967466048381,False,True
atenciones_min14_norm,atenciones,0.051653,0.016355,0.047456,0.3166,1.0,0.759508,True,0.15682266830432923,0.6565466089225991,False,True
temperatura_min,clima_meteo,0.078992,0.028674,0.081405,0.363,1.0,0.733674,True,0.11975798058378777,0.6552076544410943,False,False
after_holiday,calendario,0.004688,0.002535,0.004585,0.5407,1.0,0.649058,True,0.0,0.649058,False,False
atenciones_max3_norm,atenciones,0.193242,0.051036,0.183772,0.2641,1.0,0.791073,True,0.23094475257082042,0.6426551625065617,False,False
atenciones_lag7,atenciones,0.058595,0.018904,0.05597,0.3226,1.0,0.756071,True,0.17883811779740022,0.6413696576190467,False,False
atenciones_lag10,atenciones,0.054216,0.019407,0.048017,0.358,1.0,0.736399,True,0.16609872960172925,0.6315065622715416,False,False
humedad_min,clima_meteo,0.224563,0.103349,0.184032,0.4602,1.0,0.684827,True,0.09212684571472876,0.627058113887699,False,False
pm10_mean_std7,clima_contaminacion,0.055906,0.015946,0.056793,0.2852,1.0,0.778074,True,0.25399309201583714,0.6204771022695342,False,False
precipitacion_sum_ma7,clima_meteo,0.029886,0.011565,0.027224,0.387,1.0,0.720993,True,0.17968152109425217,0.6111759717412708,False,False
atenciones_min10_norm,atenciones,0.085383,0.034805,0.079121,0.4076,1.0,0.710415,True,0.16927014700428264,0.6075713143109931,False,False
no2_mean_ma7,clima_contaminacion,0.048978,0.017921,0.043223,0.3659,1.0,0.73212,True,0.2218221383673898,0.5992034167741187,False,False
precipitacion_sum_lag3,clima_meteo,0.02422,0.015924,0.018546,0.6575,1.0,0.603336,True,0.00719615144584022,0.5990253230553999,False,False
humedad_mean_ma14,clima_meteo,2.402288,0.329974,2.327708,0.1374,1.0,0.87923,True,0.4737728725696157,0.5965844645158973,False,False
est_verano,calendario,0.032522,0.020393,0.031127,0.627,0.9667,0.594127,True,0.0,0.594127,False,False
no2_mean_ma14,clima_contaminacion,0.125231,0.037393,0.121491,0.2986,1.0,0.770067,True,0.3185531039473399,0.5840242593905832,False,False
month,calendario,0.015819,0.008951,0.015218,0.5658,1.0,0.638638,True,0.09681375075223955,0.5822665877064325,False,False
atenciones_max7_norm,atenciones,0.02444,0.008083,0.02131,0.3307,1.0,0.751467,True,0.29931608013333116,0.578355806943363,False,False
atenciones_ma3_norm,atenciones,0.115001,0.050907,0.105573,0.4427,1.0,0.693161,True,0.19854389514615417,0.578335931464132,False,False
ozono_min,clima_contaminacion,0.053498,0.017605,0.049626,0.3291,1.0,0.752396,True,0.3035898198435547,0.5771723501878036,False,False
contaminacion_total_lag7,clima_contaminacion,0.131847,0.016399,0.132837,0.1244,1.0,0.889378,True,0.5778083037265924,0.5636793759415493,True,False
atenciones_std28_norm,atenciones,0.103189,0.018561,0.100504,0.1799,1.0,0.84755,True,0.5241319770262896,0.5560870139695132,True,False
atenciones_std28,atenciones,0.253304,0.038571,0.247658,0.1523,1.0,0.867852,True,0.5689357342691189,0.5531469397019532,True,False
pm10_mean_std14,clima_contaminacion,0.116181,0.032764,0.114669,0.282,1.0,0.780027,True,0.42070560096969867,0.5490419686299502,False,False
contaminacion_total,clima_contaminacion,0.115531,0.019879,0.117779,0.1721,1.0,0.853194,True,0.5645800638216478,0.5453182101246937,True,False
atenciones_ma14_norm,atenciones,0.109247,0.033381,0.105067,0.3056,1.0,0.765956,True,0.4064491782295547,0.5446026858675329,False,False
atenciones_ma7_norm,atenciones,0.057302,0.024193,0.053266,0.4222,1.0,0.703136,True,0.30207287432688995,0.5400127856618533,False,False
ozono_mean_lag7,clima_contaminacion,0.164129,0.022098,0.165497,0.1346,1.0,0.881337,True,0.6368917475593396,0.5384210662153456,True,False
atenciones_min21_norm,atenciones,0.098191,0.033492,0.10367,0.3411,1.0,0.745661,True,0.39269426766005133,0.5354089675782392,False,False
atenciones_ma21_norm,atenciones,0.261851,0.069372,0.252355,0.2649,1.0,0.790559,True,0.4845073218731763,0.5325396435246,False,False
ozono_mean_lag5,clima_contaminacion,0.177404,0.023623,0.181977,0.1332,1.0,0.882488,True,0.6573308660602374,0.5324754507817905,True,False
contaminacion_total_lag3,clima_contaminacion,0.05214,0.011616,0.05156,0.2228,1.0,0.817807,True,0.5625975698877225,0.5233637986898712,True,False
contaminacion_total_lag5,clima_contaminacion,0.098021,0.020632,0.101142,0.2105,1.0,0.826117,True,0.5806045926145459,0.5226588634881064,True,False
ozono_mean_lag2,clima_contaminacion,0.056306,0.011994,0.054619,0.213,1.0,0.824391,True,0.6262790437081986,0.5069185409413167,True,False
contaminacion_total_lag1,clima_contaminacion,0.044634,0.011807,0.044742,0.2645,1.0,0.790813,True,0.5645800638216478,0.5054474477121725,True,False
before_holiday,calendario,0.001426,0.001401,0.000844,0.9824,1.0,0.504427,True,0.0,0.504427,False,False
atenciones_ma10_norm,atenciones,0.073959,0.034468,0.067048,0.466,1.0,0.682105,True,0.36526587236599944,0.4996133088846022,False,False
atenciones_std14_norm,atenciones,0.79519,0.125205,0.824306,0.1575,1.0,0.863966,True,0.7299758644670573,0.49940927948503866,True,False
ozono_mean_lag1,clima_contaminacion,0.082485,0.019344,0.077388,0.2345,1.0,0.810038,True,0.6262790437081986,0.49809287227422716,True,False
atenciones_std7_norm,atenciones,0.131861,0.056014,0.124763,0.4248,1.0,0.701855,True,0.4132187385025488,0.4966357867174107,False,False
atenciones_std10_norm,atenciones,0.53509,0.09662,0.523537,0.1806,1.0,0.847051,True,0.7077797519239903,0.4959954578719589,True,False
month_sin,calendario,0.013838,0.01132,0.010732,0.8181,0.9667,0.531701,True,0.07843964102336785,0.49302805625306106,False,False
ozono_max,clima_contaminacion,0.066914,0.018749,0.06438,0.2802,1.0,0.781132,True,0.6133772773068455,0.4841595397351303,True,False
ozono_mean,clima_contaminacion,0.103617,0.036582,0.10316,0.353,1.0,0.739071,True,0.6277462714742348,0.4540455800464714,True,False
atenciones_std21_norm,atenciones,0.153397,0.047193,0.161436,0.3077,1.0,0.76473,True,0.6899321494512947,0.45252112651286075,True,False
ozono_mean_lag3,clima_contaminacion,0.094857,0.033776,0.083032,0.3561,1.0,0.737425,True,0.6469616329839998,0.44774874243057977,True,False
atenciones_max10_norm,atenciones,0.086791,0.045806,0.066073,0.5278,1.0,0.654547,True,0.470756616138798,0.44504100326156837,False,False
no2_mean_std14,clima_contaminacion,0.055506,0.018454,0.055617,0.3325,1.0,0.750485,True,0.7079218204539613,0.4394141412166763,True,False
atenciones_max14_norm,atenciones,0.079186,0.031619,0.074485,0.3993,1.0,0.714644,True,0.6723066966607616,0.42734027282614545,True,False
atenciones_ma28_norm,atenciones,0.081136,0.043634,0.065942,0.5378,1.0,0.650283,True,0.5437487539996649,0.4212362914076504,True,False
atenciones_max14,atenciones,0.176561,0.078991,0.173888,0.4474,1.0,0.6909,True,0.7605543561983292,0.39243321148680793,True,False
atenciones_min28_norm,atenciones,0.388612,0.07255,0.382826,0.1867,1.0,0.84268,True,1.1732477360615836,0.38775146800664645,True,False
atenciones_max21_norm,atenciones,0.051234,0.015476,0.049904,0.3021,1.0,0.768008,True,0.9958600069906509,0.38480053576402845,True,False
ozono_mean_ma3,clima_contaminacion,0.051959,0.019659,0.047286,0.3784,1.0,0.7255,True,0.9119302827907126,0.37945944291495703,True,False
month_cos,calendario,0.037761,0.053384,0.017726,1.4137,0.9333,0.386677,True,0.04167487323229304,0.37120699551881303,False,False
contaminacion_total_ma3,clima_contaminacion,0.045779,0.013272,0.042793,0.2899,1.0,0.775253,True,1.0986235612759616,0.3694102240654568,True,False
atenciones_max28_norm,atenciones,0.030013,0.012775,0.02715,0.4256,1.0,0.70144,True,1.006200644252178,0.3496360157243721,True,False
ozono_mean_ma7,clima_contaminacion,0.100188,0.024804,0.100666,0.2476,1.0,0.801556,True,1.3234177577184298,0.3449900463819813,True,False
contaminacion_total_ma7,clima_contaminacion,0.122098,0.031887,0.118074,0.2612,1.0,0.792924,True,1.354883441398035,0.336714754565203,True,False
pm25_pm10_ratio,clima_meteo,0.087091,0.013018,0.089582,0.1495,1.0,0.869958,True,1.7198227724442279,0.31985834107058136,True,False
contaminacion_total_ma14,clima_contaminacion,0.849983,0.062825,0.842847,0.0739,1.0,0.931174,True,2.3468558683528937,0.2782235138372611,True,False
atenciones_ma_baseline,atenciones,0.120245,0.069336,0.10394,0.5766,1.0,0.634266,True,1.399171150737861,0.26436880078560987,True,False
ozono_mean_ma14,clima_contaminacion,0.165616,0.053709,0.156584,0.3243,1.0,0.755116,True,1.9178011460410065,0.2587962517680729,True,False
pm2_5_h_gt_25,clima_contaminacion,0.002182,0.003903,0.00091,1.7887,0.6667,0.239058,True,0.0,0.239058,False,False
atenciones_min28,atenciones,0.181906,0.063348,0.170224,0.3482,1.0,0.741705,True,2.4468170964515408,0.2151854825031409,True,False
est_primavera,calendario,0.000894,0.001479,0.0,1.6553,0.4667,0.17575,False,0.0,0.17575,False,False
is_holiday,calendario,0.000311,0.000516,0.0,1.6579,0.4667,0.17558,False,0.0,0.17558,False,False
ozono_h_gt_100,clima_contaminacion,0.000185,0.0003,0.0,1.6217,0.4,0.152574,False,0.0,0.152574,False,False
est_invierno,calendario,0.001148,0.003092,0.0,2.6938,0.4333,0.117314,False,0.0,0.117314,False,False
pm10_h_gt_50,clima_contaminacion,7.7e-05,0.000146,0.0,1.905,0.2667,0.091796,False,0.0,0.091796,False,False
pm10_h_gt_100,clima_contaminacion,8.6e-05,0.000167,0.0,1.9403,0.2667,0.090692,False,0.0,0.090692,False,False
est_otono,calendario,0.000459,0.000955,0.0,2.0821,0.2667,0.08652,False,0.0,0.08652,False,False
pm2_5_h_gt_50,clima_contaminacion,3.4e-05,0.000142,0.0,4.1166,0.1,0.019544,False,0.0,0.019544,False,False
no2_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
