feature,domain,mean_imp,std_imp,median_imp,cv_imp,presence_pct,stability_score,passes_presence,psi_train_val,adjusted_score,excluded_hard_drift,selected_final
total_atenciones,atenciones,1.254383,0.225473,1.212566,0.1797,1.0,0.847638,True,0.21287285436870199,0.6988679785740559,False,True
atenciones_std3_norm,atenciones,0.116515,0.019332,0.115013,0.1659,1.0,0.857692,True,0.22910695842392775,0.6978172193409516,False,True
atenciones_pct_change_7,atenciones,0.08899,0.022725,0.083741,0.2554,1.0,0.796581,True,0.14268740136437363,0.6971119127146049,False,True
atenciones_ma3,atenciones,4.611328,0.364415,4.667214,0.079,1.0,0.926762,True,0.33126578594941025,0.6961509938746507,False,True
pm10_mean_lag7,clima_contaminacion,0.04236,0.011956,0.041455,0.2822,1.0,0.779887,True,0.13442786690655462,0.6874716522317598,False,False
pm10_mean_std7,clima_contaminacion,0.08047,0.013207,0.078736,0.1641,1.0,0.859016,True,0.25399309201583714,0.6850245072874382,False,False
temperatura_mean_std14,clima_meteo,0.066367,0.014045,0.065462,0.2116,1.0,0.825337,True,0.2088557696489979,0.6827423260259112,False,False
pm10_mean_ma3,clima_contaminacion,0.066507,0.011906,0.066826,0.179,1.0,0.848166,True,0.2454201614221114,0.6810279986406373,False,False
temperatura_mean_ma14,clima_meteo,0.757774,0.176692,0.742405,0.2332,1.0,0.810916,True,0.19264758132265292,0.6799292705567638,False,False
atenciones_lag21,atenciones,0.100945,0.025719,0.097778,0.2548,1.0,0.796949,True,0.17302295517589666,0.6793976166310371,False,False
no2_mean_ma3,clima_contaminacion,0.070996,0.022784,0.070495,0.3209,1.0,0.75705,True,0.11963361930090986,0.6761586888331345,False,False
month,calendario,0.098963,0.034741,0.0911,0.3511,1.0,0.740164,True,0.09681375075223955,0.6748310727253058,False,False
ozono_std,clima_contaminacion,0.064956,0.017928,0.060458,0.276,1.0,0.783702,True,0.16381317367123643,0.6733915870086091,False,False
atenciones_lag28,atenciones,0.110131,0.030913,0.095202,0.2807,1.0,0.780825,True,0.1641836118004217,0.6707060570904673,False,False
no2_mean_std7,clima_contaminacion,0.157108,0.037022,0.153589,0.2356,1.0,0.809292,True,0.21198465194753113,0.6677411291467704,False,False
atenciones_ma3_norm,atenciones,0.064321,0.016387,0.061962,0.2548,1.0,0.796965,True,0.19854389514615417,0.6649443572551138,False,False
atenciones_lag7,atenciones,0.235188,0.065265,0.236247,0.2775,1.0,0.782779,True,0.17883811779740022,0.6640258642658954,False,False
contaminacion_total_std14,clima_contaminacion,0.116043,0.023146,0.119138,0.1995,1.0,0.833707,True,0.25734975058754184,0.6630668989359726,False,False
humedad_mean,clima_meteo,0.079092,0.030405,0.073505,0.3844,1.0,0.722323,True,0.09041950859303335,0.6624267030328652,False,False
precipitacion_sum_ma14,clima_meteo,0.044522,0.014111,0.046957,0.3169,1.0,0.759332,True,0.1590748949198534,0.6551190120052643,False,False
pm10_std,clima_contaminacion,0.074582,0.02219,0.07522,0.2975,1.0,0.770699,True,0.18044309238885758,0.6528895844020229,False,False
humedad_max,clima_meteo,0.041384,0.015906,0.039465,0.3844,1.0,0.722361,True,0.10671418961759571,0.652707814516771,False,False
after_holiday,calendario,0.003629,0.001932,0.003006,0.5325,1.0,0.652525,True,0.0,0.652525,False,False
atenciones_min10_norm,atenciones,0.167153,0.052296,0.175392,0.3129,1.0,0.761695,True,0.16927014700428264,0.6514277320356578,False,False
precipitacion_sum_ma7,clima_meteo,0.043665,0.013789,0.041926,0.3158,1.0,0.760004,True,0.17968152109425217,0.6442450664947549,False,False
atenciones_lag10,atenciones,0.098841,0.032916,0.095138,0.333,1.0,0.750177,True,0.16609872960172925,0.6433220283639416,False,False
atenciones_min3_norm,atenciones,0.07345,0.02799,0.072576,0.3811,1.0,0.724077,True,0.13909527704839353,0.6356597332895781,False,False
atenciones_trend_14_28,atenciones,0.157771,0.034478,0.156854,0.2185,1.0,0.820658,True,0.31310282065257444,0.6249761915766477,False,False
ozono_min,clima_contaminacion,0.064311,0.014876,0.062396,0.2313,1.0,0.812144,True,0.3035898198435547,0.6230057857443734,False,False
humedad_mean_ma14,clima_meteo,3.45181,0.316036,3.419506,0.0916,1.0,0.916123,True,0.4737728725696157,0.6216174941547689,False,False
atenciones_max3_norm,atenciones,0.065091,0.020381,0.064368,0.3131,1.0,0.761547,True,0.23094475257082042,0.6186687082499144,False,False
pm2_5_mean_std14,clima_contaminacion,0.072183,0.023567,0.068459,0.3265,1.0,0.753866,True,0.2316733057360485,0.612066524856191,False,False
month_cos,calendario,0.36491,0.188897,0.366229,0.5177,0.9667,0.636949,True,0.04167487323229304,0.6114662226838226,False,False
pm10_mean_std14,clima_contaminacion,0.189976,0.031378,0.188414,0.1652,1.0,0.858246,True,0.42070560096969867,0.604098413784113,False,False
no2_mean_ma7,clima_contaminacion,0.046359,0.017152,0.041708,0.37,1.0,0.729944,True,0.2218221383673898,0.5974224701603116,False,False
atenciones_ma7_norm,atenciones,0.074134,0.026448,0.07168,0.3568,1.0,0.737051,True,0.30207287432688995,0.5660597148842537,False,False
atenciones_std7_norm,atenciones,0.127058,0.036328,0.123317,0.2859,1.0,0.777657,True,0.4132187385025488,0.550273626306433,False,False
atenciones_ma14_norm,atenciones,0.321317,0.095184,0.32353,0.2962,1.0,0.771468,True,0.4064491782295547,0.5485217752205791,False,False
humedad_min,clima_meteo,0.131381,0.08862,0.105164,0.6745,1.0,0.597184,True,0.09212684571472876,0.5468082781255875,False,False
atenciones_max7_norm,atenciones,0.053557,0.022079,0.058036,0.4123,1.0,0.708089,True,0.29931608013333116,0.5449705509127066,False,False
no2_mean_ma14,clima_contaminacion,0.098727,0.039034,0.100156,0.3954,1.0,0.716656,True,0.3185531039473399,0.543516979221052,False,False
ozono_mean_lag2,clima_contaminacion,0.143787,0.019183,0.145287,0.1334,1.0,0.88229,True,0.6262790437081986,0.5425206722139305,True,False
contaminacion_total_lag7,clima_contaminacion,0.084557,0.014639,0.082948,0.1731,1.0,0.852424,True,0.5778083037265924,0.540258279783848,True,False
atenciones_min21_norm,atenciones,0.045069,0.01529,0.042527,0.3393,1.0,0.746687,True,0.39269426766005133,0.5361456691098135,False,False
atenciones_ma10_norm,atenciones,0.076537,0.02854,0.073933,0.3729,1.0,0.72839,True,0.36526587236599944,0.5335151304541902,False,False
contaminacion_total_lag1,clima_contaminacion,0.050511,0.010105,0.050094,0.2001,1.0,0.83329,True,0.5645800638216478,0.5325965856707924,True,False
contaminacion_total_lag5,clima_contaminacion,0.110157,0.022445,0.107585,0.2038,1.0,0.830734,True,0.5806045926145459,0.5255798976427414,True,False
contaminacion_total_lag3,clima_contaminacion,0.047659,0.011013,0.046364,0.2311,1.0,0.812293,True,0.5625975698877225,0.5198350590410593,True,False
contaminacion_total,clima_contaminacion,0.035061,0.008358,0.032852,0.2384,1.0,0.80751,True,0.5645800638216478,0.5161193208787115,True,False
contaminacion_total_lag2,clima_contaminacion,0.06171,0.015409,0.05928,0.2497,1.0,0.800194,True,0.5581678290754262,0.5135480177862567,True,False
atenciones_std28_norm,atenciones,0.162035,0.047175,0.156404,0.2911,1.0,0.774508,True,0.5241319770262896,0.5081633425939469,True,False
atenciones_std28,atenciones,0.14313,0.03641,0.141722,0.2544,1.0,0.797206,True,0.5689357342691189,0.5081189640768647,True,False
ozono_mean_lag1,clima_contaminacion,0.074391,0.016311,0.074528,0.2193,1.0,0.820168,True,0.6262790437081986,0.504321815602982,True,False
ozono_mean_lag5,clima_contaminacion,0.121637,0.024184,0.113989,0.1988,1.0,0.834154,True,0.6573308660602374,0.5033116905515244,True,False
ozono_mean_lag7,clima_contaminacion,0.103847,0.02291,0.103435,0.2206,1.0,0.819259,True,0.6368917475593396,0.500496750149509,True,False
ozono_mean_lag3,clima_contaminacion,0.052867,0.011544,0.052595,0.2184,1.0,0.820774,True,0.6469616329839998,0.49835647871948563,True,False
atenciones_max14_norm,atenciones,0.480642,0.096792,0.473613,0.2014,1.0,0.832376,True,0.6723066966607616,0.49774123470418236,True,False
atenciones_std14_norm,atenciones,0.265448,0.042867,0.270643,0.1615,1.0,0.860964,True,0.7299758644670573,0.49767399516017624,True,False
atenciones_max10_norm,atenciones,0.133076,0.048813,0.117287,0.3668,1.0,0.731632,True,0.470756616138798,0.4974528021643484,False,False
ozono_max,clima_contaminacion,0.040863,0.011304,0.038434,0.2766,1.0,0.783306,True,0.6133772773068455,0.48550702369351906,True,False
atenciones_ma28_norm,atenciones,0.245004,0.089927,0.23111,0.367,1.0,0.731506,True,0.5437487539996649,0.47385042294269525,True,False
ozono_mean,clima_contaminacion,0.035185,0.010669,0.032522,0.3032,1.0,0.767324,True,0.6277462714742348,0.4714027078096402,True,False
atenciones_std10_norm,atenciones,0.076321,0.019689,0.073688,0.258,1.0,0.794929,True,0.7077797519239903,0.4654751288065281,True,False
atenciones_std21_norm,atenciones,0.251419,0.069372,0.24032,0.2759,1.0,0.783747,True,0.6899321494512947,0.46377424102765036,True,False
atenciones_ma21_norm,atenciones,0.131437,0.059514,0.117898,0.4528,1.0,0.688328,True,0.4845073218731763,0.4636743718659846,False,False
ozono_mean_ma3,clima_contaminacion,0.131643,0.021947,0.130598,0.1667,1.0,0.857107,True,0.9119302827907126,0.44829406580084086,True,False
no2_mean_std14,clima_contaminacion,0.040194,0.015666,0.035645,0.3898,1.0,0.719552,True,0.7079218204539613,0.4213026564698054,True,False
atenciones_max21_norm,atenciones,0.133976,0.034291,0.130146,0.2559,1.0,0.79621,True,0.9958600069906509,0.3989307853312427,True,False
atenciones_min28_norm,atenciones,0.266645,0.045499,0.258068,0.1706,1.0,0.854237,True,1.1732477360615836,0.3930693154881968,True,False
atenciones_max21,atenciones,0.103923,0.074653,0.087694,0.7183,1.0,0.581955,True,0.5275888786011467,0.38096310345811857,True,False
atenciones_max28_norm,atenciones,0.214819,0.072039,0.227437,0.3353,1.0,0.748869,True,1.006200644252178,0.3732772203745079,True,False
pm2_5_h_gt_25,clima_contaminacion,0.001327,0.001488,0.000908,1.1214,0.7667,0.361403,True,0.0,0.361403,False,False
ozono_mean_ma7,clima_contaminacion,0.051189,0.012844,0.050173,0.2509,1.0,0.79942,True,1.3234177577184298,0.34407071106533227,True,False
atenciones_ma_baseline,atenciones,0.1254,0.040508,0.119426,0.323,1.0,0.755839,True,1.399171150737861,0.3150417175396357,True,False
pm25_pm10_ratio,clima_meteo,0.101101,0.020577,0.100821,0.2035,1.0,0.830887,True,1.7198227724442279,0.30549306683438987,True,False
ozono_mean_ma14,clima_contaminacion,0.044007,0.014967,0.041159,0.3401,1.0,0.746213,True,1.9178011460410065,0.2557449814606087,True,False
est_primavera,calendario,0.001278,0.001775,0.00023,1.389,0.5667,0.237194,False,0.0,0.237194,False,False
is_holiday,calendario,0.001141,0.001637,7.5e-05,1.435,0.5,0.205339,False,0.0,0.205339,False,False
atenciones_min28,atenciones,0.032397,0.018747,0.028074,0.5787,1.0,0.633442,True,2.4468170964515408,0.1837759249401778,True,False
pm10_h_gt_50,clima_contaminacion,0.000261,0.000605,0.0,2.314,0.4333,0.130757,False,0.0,0.130757,False,False
est_otono,calendario,0.000344,0.000651,0.0,1.8936,0.3667,0.126714,False,0.0,0.126714,False,False
ozono_h_gt_100,clima_contaminacion,0.000163,0.000485,0.0,2.9696,0.2667,0.067177,False,0.0,0.067177,False,False
est_verano,calendario,0.002099,0.007686,0.0,3.6617,0.2333,0.050054,False,0.0,0.050054,False,False
est_invierno,calendario,0.000135,0.000507,0.0,3.7676,0.1667,0.034958,False,0.0,0.034958,False,False
pm10_h_gt_100,clima_contaminacion,3.7e-05,0.000168,0.0,4.4809,0.0667,0.012163,False,0.0,0.012163,False,False
pm2_5_h_gt_50,clima_contaminacion,1.5e-05,8.3e-05,0.0,5.3852,0.0333,0.00522,False,0.0,0.00522,False,False
no2_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
