feature,domain,mean_imp,std_imp,median_imp,cv_imp,presence_pct,stability_score,passes_presence,psi_train_val,adjusted_score,excluded_hard_drift,selected_final
precipitacion_sum_lag3,clima_meteo,0.049168,0.012316,0.048413,0.2505,1.0,0.799684,True,0.00719615144584022,0.7939704682668272,False,True
pm2_5_mean_lag5,clima_contaminacion,0.064179,0.012901,0.06516,0.201,1.0,0.832629,True,0.0499189820868539,0.7930411909926981,False,True
pm2_5_mean_lag2,clima_contaminacion,0.058794,0.011861,0.056668,0.2017,1.0,0.832121,True,0.05306733141528029,0.79018784001367,False,True
precipitacion_sum_lag7,clima_meteo,0.058232,0.014992,0.058225,0.2575,1.0,0.795255,True,0.00833969704226721,0.7886776671916199,False,True
temperatura_std,clima_meteo,0.199986,0.036731,0.201564,0.1837,1.0,0.844833,True,0.07531459029725823,0.785661245204955,False,False
pm2_5_mean_lag7,clima_contaminacion,0.076539,0.016787,0.075926,0.2193,1.0,0.820124,True,0.05027799326050034,0.7808637382318118,False,True
precipitacion_sum_lag5,clima_meteo,0.036123,0.01018,0.034969,0.2818,1.0,0.780136,True,0.007035965733252237,0.7746853404902578,False,True
pm10_min,clima_contaminacion,0.053869,0.010931,0.05328,0.2029,1.0,0.831316,True,0.0758786982922399,0.7726856208971901,False,True
atenciones_lag2_norm,atenciones,0.123135,0.022864,0.116534,0.1857,1.0,0.843396,True,0.09545473839163228,0.7699049266410498,False,True
humedad_mean_std7,clima_meteo,0.209531,0.039615,0.202414,0.1891,1.0,0.840996,True,0.0927482968435645,0.7696154754294668,False,True
temperatura_mean_std7,clima_meteo,0.171254,0.02547,0.172009,0.1487,1.0,0.870529,True,0.13120498033644085,0.769559023459293,False,True
pm2_5_mean_delta1,clima_contaminacion,0.042023,0.010985,0.039646,0.2614,1.0,0.792767,True,0.037903401655776756,0.7638157835645317,False,False
no2_mean_lag7,clima_contaminacion,0.200897,0.044539,0.198264,0.2217,1.0,0.81853,True,0.07325185875584567,0.7626634823152051,False,True
atenciones_lag10_norm,atenciones,0.110537,0.023307,0.106304,0.2108,1.0,0.825866,True,0.08469395733277701,0.7613815808753784,False,True
atenciones_lag7_norm,atenciones,0.102169,0.021557,0.105223,0.211,1.0,0.82577,True,0.08769921054090778,0.7591896656699313,False,True
pm2_5_mean,clima_contaminacion,0.058639,0.014934,0.055654,0.2547,1.0,0.797023,True,0.050021122741347165,0.7590542539936423,False,True
humedad_mean_std14,clima_meteo,1.369567,0.154473,1.369225,0.1128,1.0,0.898642,True,0.18427405044961803,0.7588125397654574,False,True
pm2_5_min,clima_contaminacion,0.028898,0.0069,0.028005,0.2388,1.0,0.807241,True,0.06488322759395332,0.7580558873332224,False,False
atenciones_lag1_norm,atenciones,0.122182,0.023047,0.118199,0.1886,1.0,0.841309,True,0.1107119702701582,0.7574501963775259,False,True
humedad_mean,clima_meteo,0.112924,0.024151,0.109963,0.2139,1.0,0.823811,True,0.09041950859303335,0.7554991391001085,False,True
humedad_max,clima_meteo,0.081218,0.016253,0.083009,0.2001,1.0,0.833255,True,0.10671418961759571,0.7529089333244346,False,True
pm2_5_std,clima_contaminacion,0.085203,0.020166,0.08604,0.2367,1.0,0.808616,True,0.08387188367463491,0.7460438933599431,False,True
atenciones_lag14,atenciones,0.255836,0.038662,0.241273,0.1511,1.0,0.86872,True,0.16616260446423167,0.7449389962209556,False,True
no2_mean_lag3,clima_contaminacion,0.098717,0.024248,0.100124,0.2456,1.0,0.802807,True,0.07821323760229461,0.7445716413065596,False,True
atenciones_trend_7_14,atenciones,0.140028,0.030962,0.139868,0.2211,1.0,0.818924,True,0.10232785884133258,0.7429042035286842,False,True
pm2_5_max,clima_contaminacion,0.030426,0.008948,0.030525,0.2941,1.0,0.772734,True,0.04151529422303393,0.7419324558036917,False,False
humedad_mean_lag2,clima_meteo,0.301755,0.068924,0.292206,0.2284,1.0,0.814059,True,0.09739224415846297,0.7418122410954914,False,True
atenciones_std7,atenciones,0.065981,0.015533,0.067301,0.2354,1.0,0.809444,True,0.0921800025622488,0.7411269187323046,False,True
ozono_std,clima_contaminacion,0.120653,0.019478,0.120943,0.1614,1.0,0.861,True,0.16381317367123643,0.739809463819682,False,True
no2_mean_lag5,clima_contaminacion,0.061827,0.015984,0.056302,0.2585,1.0,0.794578,True,0.07410896785019877,0.7397554845765112,False,True
pm10_mean_lag7,clima_contaminacion,0.179101,0.035843,0.178772,0.2001,1.0,0.833245,True,0.13442786690655462,0.7345068155564238,False,False
pm10_mean_lag5,clima_contaminacion,0.046521,0.009461,0.044661,0.2034,1.0,0.830996,True,0.13172102660542714,0.734276363577475,False,False
precipitacion_sum_ma3,clima_meteo,0.053036,0.017704,0.051665,0.3338,1.0,0.749726,True,0.022210949966807163,0.7334356964424465,False,True
atenciones_lag28,atenciones,0.051045,0.008942,0.049671,0.1752,1.0,0.850933,True,0.1641836118004217,0.7309267982943203,False,True
atenciones_min10_norm,atenciones,0.409061,0.071729,0.412949,0.1754,1.0,0.85081,True,0.16927014700428264,0.727641941581943,False,True
month,calendario,0.184145,0.046651,0.174763,0.2533,1.0,0.79787,True,0.09681375075223955,0.7274434692788891,False,True
atenciones_min3_norm,atenciones,0.129605,0.026829,0.126431,0.207,1.0,0.828496,True,0.13909527704839353,0.7273280968619116,False,True
pm10_mean_lag3,clima_contaminacion,0.075299,0.016216,0.076111,0.2154,1.0,0.822808,True,0.13267494788536907,0.7264290620500872,False,True
atenciones_std14,atenciones,0.299042,0.046998,0.284601,0.1572,1.0,0.864184,True,0.19768936870673434,0.7215426825848394,False,True
pm10_mean_lag1,clima_contaminacion,0.106932,0.02431,0.101762,0.2273,1.0,0.81477,True,0.1294776615291152,0.7213688484081606,False,False
atenciones_lag5,atenciones,0.388744,0.065091,0.393774,0.1674,1.0,0.856576,True,0.1876523897700254,0.721234603136584,False,True
no2_std,clima_contaminacion,0.066528,0.015481,0.066459,0.2327,1.0,0.811233,True,0.12544799692543643,0.7208089598241526,False,False
humedad_min,clima_meteo,0.055532,0.015028,0.05494,0.2706,1.0,0.787022,True,0.09212684571472876,0.7206324092188607,False,True
no2_mean_ma3,clima_contaminacion,0.051339,0.012659,0.047707,0.2466,1.0,0.802193,True,0.11963361930090986,0.716478128354955,False,True
atenciones_lag5_norm,atenciones,0.130479,0.039427,0.132501,0.3022,1.0,0.767947,True,0.07245267707635086,0.7160660944905523,False,True
temperatura_mean_ma14,clima_meteo,1.23568,0.211498,1.211114,0.1712,1.0,0.853855,True,0.19264758132265292,0.7159323620587651,False,True
pm10_mean,clima_contaminacion,0.077712,0.018713,0.071799,0.2408,1.0,0.805929,True,0.1294776615291152,0.7135413363633178,False,False
pm2_5_mean_lag3,clima_contaminacion,0.051293,0.017217,0.048278,0.3357,1.0,0.748691,True,0.05179818031150181,0.7118200183406543,False,False
no2_mean,clima_contaminacion,0.059611,0.018231,0.059377,0.3058,1.0,0.765791,True,0.07678074511728096,0.7111856368833855,False,True
atenciones_std3_norm,atenciones,0.108983,0.015878,0.105974,0.1457,1.0,0.872837,True,0.22910695842392775,0.7101391738268495,False,True
total_atenciones_norm,atenciones,0.098571,0.025717,0.100244,0.2609,1.0,0.793088,True,0.1198682473624088,0.7081975954474428,False,True
ozono_mean_std14,clima_contaminacion,0.127031,0.032473,0.126971,0.2556,1.0,0.796414,True,0.12527466343185945,0.7077507615528273,False,True
precipitacion_sum_lag2,clima_meteo,0.014099,0.005699,0.013232,0.4042,1.0,0.712159,True,0.009010871825584854,0.7057991344647296,False,True
atenciones_lag7,atenciones,0.146587,0.03,0.15004,0.2047,1.0,0.830113,True,0.17883811779740022,0.7041789601705657,False,True
no2_mean_lag1,clima_contaminacion,0.042596,0.013794,0.037819,0.3238,1.0,0.755385,True,0.0758957691023545,0.7020986806465794,False,True
pm10_max,clima_contaminacion,0.070901,0.017595,0.06908,0.2482,1.0,0.801174,True,0.1464397085078487,0.6988365755777683,False,False
atenciones_ma3,atenciones,5.453678,0.42229,5.597083,0.0774,1.0,0.928133,True,0.33126578594941025,0.6971808408176654,False,True
no2_mean_ma7,clima_contaminacion,0.168855,0.031366,0.162211,0.1858,1.0,0.843343,True,0.2218221383673898,0.6902338511617434,False,True
atenciones_lag21,atenciones,0.069929,0.016597,0.066776,0.2373,1.0,0.808188,True,0.17302295517589666,0.6889788443047229,False,True
precipitacion_sum,clima_meteo,0.035848,0.015761,0.034824,0.4397,1.0,0.694605,True,0.009010871825584854,0.68840189872609,False,True
month_sin,calendario,0.117262,0.042168,0.113268,0.3596,1.0,0.735508,True,0.07843964102336785,0.6820112800212459,False,True
atenciones_lag3_norm,atenciones,0.19433,0.067102,0.209231,0.3453,1.0,0.74333,True,0.09003707034264292,0.6819309363179191,False,True
pm10_std,clima_contaminacion,0.169861,0.042654,0.160037,0.2511,1.0,0.799289,True,0.18044309238885758,0.6771093034078266,False,False
atenciones_min14_norm,atenciones,0.119982,0.034203,0.119852,0.2851,1.0,0.77817,True,0.15682266830432923,0.6726787271039922,False,False
no2_mean_std7,clima_contaminacion,0.094591,0.022576,0.091606,0.2387,1.0,0.807317,True,0.21198465194753113,0.666111570557207,False,True
atenciones_min7_norm,atenciones,0.200964,0.060196,0.210399,0.2995,1.0,0.769505,True,0.15618743641842592,0.6655538503200921,False,False
pm2_5_mean_ma7,clima_contaminacion,0.020222,0.008248,0.018985,0.4079,1.0,0.710286,True,0.0798775925487173,0.6577467713943294,False,False
atenciones_lag10,atenciones,0.128693,0.039487,0.118506,0.3068,1.0,0.765208,True,0.16609872960172925,0.6562120175376145,False,True
atenciones_ma3_norm,atenciones,0.041524,0.011718,0.042506,0.2822,1.0,0.779911,True,0.19854389514615417,0.6507154249072331,False,True
contaminacion_total_std14,clima_contaminacion,0.057378,0.013121,0.055787,0.2287,1.0,0.813889,True,0.25734975058754184,0.6473051747293711,False,True
temperatura_mean_std14,clima_meteo,0.069312,0.019447,0.070858,0.2806,1.0,0.780898,True,0.2088557696489979,0.6459811166941286,False,True
after_holiday,calendario,0.008352,0.004657,0.007405,0.5575,1.0,0.642043,True,0.0,0.642043,False,True
total_atenciones,atenciones,0.715815,0.204171,0.632085,0.2852,1.0,0.778072,True,0.21287285436870199,0.64151159554559,False,True
ozono_min,clima_contaminacion,0.069387,0.014375,0.066893,0.2072,1.0,0.828386,True,0.3035898198435547,0.6354652264002917,False,False
precipitacion_sum_ma7,clima_meteo,0.056311,0.018838,0.058271,0.3345,1.0,0.749324,True,0.17968152109425217,0.6351917755776492,False,False
humedad_mean_lag1,clima_meteo,0.07299,0.033009,0.064671,0.4522,1.0,0.68859,True,0.09146061506684092,0.6308885455824083,False,False
before_holiday,calendario,0.003044,0.001781,0.002871,0.5853,1.0,0.630811,True,0.0,0.630811,False,False
pm2_5_mean_std14,clima_contaminacion,0.074277,0.021936,0.074988,0.2953,1.0,0.772011,True,0.2316733057360485,0.6267985158115008,False,False
atenciones_trend_14_28,atenciones,0.152011,0.033134,0.149949,0.218,1.0,0.821039,True,0.31310282065257444,0.6252663440262561,False,False
precipitacion_sum_ma14,clima_meteo,0.067119,0.026246,0.063294,0.391,1.0,0.718887,True,0.1590748949198534,0.6202248044115466,False,False
pm10_mean_ma3,clima_contaminacion,0.033413,0.010373,0.032055,0.3104,1.0,0.763104,True,0.2454201614221114,0.6127281568403649,False,False
humedad_mean_ma14,clima_meteo,2.416541,0.266868,2.38259,0.1104,1.0,0.900549,True,0.4737728725696157,0.6110500585004229,False,False
dow_cos,calendario,0.024594,0.016002,0.020232,0.6506,1.0,0.605823,True,0.0004594264164637685,0.6055447967240328,False,False
atenciones_max3_norm,atenciones,0.055119,0.02019,0.050232,0.3663,1.0,0.731909,True,0.23094475257082042,0.59459126696906,False,False
atenciones_min21_norm,atenciones,0.065995,0.015858,0.063315,0.2403,1.0,0.806267,True,0.39269426766005133,0.5789260562942197,False,False
pm10_mean_std14,clima_contaminacion,0.103909,0.02529,0.104196,0.2434,1.0,0.804256,True,0.42070560096969867,0.5660961704177538,False,False
atenciones_std7_norm,atenciones,0.039097,0.010821,0.036711,0.2768,1.0,0.78323,True,0.4132187385025488,0.5542171064260817,False,False
atenciones_max7_norm,atenciones,0.036937,0.015314,0.034631,0.4146,1.0,0.706917,True,0.29931608013333116,0.5440685379091581,False,False
contaminacion_total,clima_contaminacion,0.103729,0.019701,0.104487,0.1899,1.0,0.840388,True,0.5645800638216478,0.5371332662562923,True,False
ozono_mean_lag5,clima_contaminacion,0.203602,0.026144,0.205764,0.1284,1.0,0.886203,True,0.6573308660602374,0.5347170068138887,True,False
atenciones_std28,atenciones,0.158963,0.030577,0.164133,0.1924,1.0,0.838677,True,0.5689357342691189,0.5345515317685676,True,False
contaminacion_total_lag5,clima_contaminacion,0.062792,0.011882,0.06159,0.1892,1.0,0.840883,True,0.5806045926145459,0.5320008583608247,True,False
contaminacion_total_lag2,clima_contaminacion,0.048151,0.009955,0.048234,0.2067,1.0,0.82868,True,0.5581678290754262,0.5318297455106077,True,False
pm10_mean_ma7,clima_contaminacion,0.031392,0.013509,0.026023,0.4303,1.0,0.699147,True,0.3184474030589341,0.5302805393509872,False,False
atenciones_ma7_norm,atenciones,0.047708,0.021675,0.043642,0.4543,1.0,0.687607,True,0.30207287432688995,0.5280864178631017,False,False
ozono_mean_lag1,clima_contaminacion,0.04637,0.007727,0.046919,0.1666,1.0,0.857169,True,0.6262790437081986,0.5270737536194932,True,False
atenciones_ma28_norm,atenciones,0.136378,0.032564,0.136278,0.2388,1.0,0.807248,True,0.5437487539996649,0.5229141062679524,True,False
atenciones_ma21_norm,atenciones,0.222213,0.064431,0.217601,0.29,1.0,0.775223,True,0.4845073218731763,0.5222089433831896,False,False
ozono_mean_lag2,clima_contaminacion,0.082622,0.01489,0.081061,0.1802,1.0,0.847296,True,0.6262790437081986,0.5210028397513,True,False
contaminacion_total_lag7,clima_contaminacion,0.115284,0.026096,0.113272,0.2264,1.0,0.81542,True,0.5778083037265924,0.5168054940984127,True,False
ozono_mean_lag7,clima_contaminacion,0.09915,0.019242,0.098775,0.1941,1.0,0.837469,True,0.6368917475593396,0.5116214931431442,True,False
precipitacion_max,clima_meteo,0.029443,0.027493,0.020328,0.9338,1.0,0.517118,True,0.012001897287137669,0.5109852080181199,False,False
ozono_mean_lag3,clima_contaminacion,0.117781,0.022718,0.116193,0.1929,1.0,0.838305,True,0.6469616329839998,0.5090009282615414,True,False
atenciones_max14_norm,atenciones,0.636303,0.118102,0.626369,0.1856,1.0,0.84345,True,0.6723066966607616,0.5043632257672526,True,False
no2_mean_ma14,clima_contaminacion,0.068473,0.03497,0.059389,0.5107,1.0,0.661941,True,0.3185531039473399,0.5020207362284868,False,False
atenciones_std28_norm,atenciones,0.094285,0.029232,0.092706,0.31,1.0,0.763333,True,0.5241319770262896,0.5008313003768396,True,False
atenciones_ma10_norm,atenciones,0.033764,0.015862,0.029825,0.4698,1.0,0.68037,True,0.36526587236599944,0.4983424941406629,False,False
ozono_mean,clima_contaminacion,0.06525,0.016665,0.064105,0.2554,1.0,0.796556,True,0.6277462714742348,0.48936128066112333,True,False
contaminacion_total_lag1,clima_contaminacion,0.046982,0.014514,0.044325,0.3089,1.0,0.763987,True,0.5645800638216478,0.48830163292115786,True,False
atenciones_max10_norm,atenciones,0.23973,0.094773,0.224989,0.3953,1.0,0.716675,True,0.470756616138798,0.48728320657261354,False,False
atenciones_std10_norm,atenciones,0.262593,0.053221,0.266015,0.2027,1.0,0.83148,True,0.7077797519239903,0.4868777715997932,True,False
contaminacion_total_lag3,clima_contaminacion,0.046634,0.014875,0.044687,0.319,1.0,0.758168,True,0.5625975698877225,0.48519722199137727,True,False
month_cos,calendario,0.066894,0.062354,0.054999,0.9321,0.9667,0.500313,True,0.04167487323229304,0.48029669607709774,False,False
atenciones_ma14_norm,atenciones,0.028715,0.014104,0.026501,0.4912,1.0,0.670617,True,0.4064491782295547,0.4768156648533693,False,False
atenciones_std14_norm,atenciones,0.118621,0.026861,0.118967,0.2264,1.0,0.815367,True,0.7299758644670573,0.47131698004999906,True,False
ozono_max,clima_contaminacion,0.088385,0.028397,0.090041,0.3213,1.0,0.756837,True,0.6133772773068455,0.46910106560032977,True,False
atenciones_std21_norm,atenciones,0.354992,0.098396,0.357032,0.2772,1.0,0.782976,True,0.6899321494512947,0.4633180096930075,True,False
no2_mean_std14,clima_contaminacion,0.06376,0.020806,0.062097,0.3263,1.0,0.753964,True,0.7079218204539613,0.44145111970031403,True,False
atenciones_max14,atenciones,0.797891,0.254182,0.746476,0.3186,1.0,0.758399,True,0.7605543561983292,0.4307728400034501,True,False
atenciones_max28_norm,atenciones,0.395063,0.080922,0.40988,0.2048,1.0,0.82999,True,1.006200644252178,0.41371235842134985,True,False
ozono_mean_ma3,clima_contaminacion,0.064193,0.020018,0.062281,0.3118,1.0,0.76229,True,0.9119302827907126,0.398701776346854,True,False
atenciones_min28_norm,atenciones,0.230488,0.047262,0.233853,0.2051,1.0,0.82984,True,1.1732477360615836,0.38184325985028184,True,False
atenciones_max21_norm,atenciones,0.138573,0.054099,0.130613,0.3904,1.0,0.719216,True,0.9958600069906509,0.360353931378399,True,False
ozono_mean_ma7,clima_contaminacion,0.040025,0.009919,0.040019,0.2478,1.0,0.801392,True,1.3234177577184298,0.34491946071160184,True,False
atenciones_ma_baseline,atenciones,0.199878,0.060829,0.185227,0.3043,1.0,0.766678,True,1.399171150737861,0.3195595277828384,True,False
pm25_pm10_ratio,clima_meteo,0.092277,0.022546,0.086225,0.2443,1.0,0.803648,True,1.7198227724442279,0.2954780760504422,True,False
ozono_mean_ma14,clima_contaminacion,0.062286,0.013321,0.059767,0.2139,1.0,0.823813,True,1.9178011460410065,0.282340351095476,True,False
pm2_5_h_gt_25,clima_contaminacion,0.000395,0.000464,0.000233,1.1745,0.5667,0.260602,False,0.0,0.260602,False,False
atenciones_min28,atenciones,0.052103,0.018117,0.05056,0.3477,1.0,0.741994,True,2.4468170964515408,0.21526932797329876,True,False
est_primavera,calendario,0.000431,0.000684,0.0,1.5865,0.4333,0.167534,False,0.0,0.167534,False,False
pm10_h_gt_100,clima_contaminacion,0.000246,0.000359,0.0,1.4598,0.3667,0.149063,False,0.0,0.149063,False,False
pm10_h_gt_50,clima_contaminacion,0.000345,0.00077,0.0,2.2314,0.3333,0.103155,False,0.0,0.103155,False,False
ozono_h_gt_100,clima_contaminacion,8.5e-05,0.000155,0.0,1.8315,0.2667,0.094178,False,0.0,0.094178,False,False
est_invierno,calendario,4.2e-05,0.000128,0.0,3.0257,0.2,0.049681,False,0.0,0.049681,False,False
est_otono,calendario,0.000125,0.000402,0.0,3.2055,0.1667,0.039631,False,0.0,0.039631,False,False
est_verano,calendario,0.00052,0.001642,0.0,3.1555,0.1,0.024065,False,0.0,0.024065,False,False
pm2_5_h_gt_50,clima_contaminacion,1.4e-05,5.2e-05,0.0,3.7854,0.1,0.020897,False,0.0,0.020897,False,False
no2_h_gt_50,clima_contaminacion,0.0,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,False
