feature,importance,rank,importance_pct,cumulative_pct
atenciones_ma3,304.85065307617185,1,14.004917805797254,14.004917805797254
total_atenciones,205.6485595703125,2,9.447547986532244,23.452465792329498
temperatura_mean_ma14,105.13427429199218,3,4.829895738040594,28.282361530370093
temperatura_max,102.92403869628906,4,4.7283569434311055,33.0107184738012
atenciones_min10_norm,75.79629516601562,5,3.4821013931656513,36.49281986696685
atenciones_lag2_norm,55.376834869384766,6,2.5440261087358005,39.03684597570265
atenciones_lag1_norm,50.473531341552736,7,2.3187670771699245,41.35561305287257
temperatura_min,50.248556518554686,8,2.3084316756457097,43.66404472851828
humedad_mean_lag3,47.46843948364258,9,2.1807123804053865,45.844757108923666
atenciones_lag5_norm,47.38278923034668,10,2.1767775856284994,48.021534694552166
atenciones_min3_norm,47.260057830810545,11,2.17113927340791,50.192673967960076
atenciones_std7,44.016197967529294,12,2.0221155127554202,52.214789480715496
atenciones_pct_change_14,38.145999908447266,13,1.7524370964830023,53.967226577198495
atenciones_lag7_norm,37.56119613647461,14,1.725571060027601,55.69279763722609
atenciones_trend_7_14,36.03971214294434,15,1.655673692063284,57.348471329289374
humedad_mean_lag1,31.36955032348633,16,1.4411252508469239,58.7895965801363
precipitacion_sum_ma14,30.40537338256836,17,1.3968307129427286,60.18642729307903
atenciones_lag3_norm,29.775048828125,18,1.3678734399735633,61.55430073305259
humedad_mean_std7,29.673527908325195,19,1.3632095426749409,62.91751027572754
humedad_mean,29.589539337158204,20,1.3593510860045983,64.27686136173213
no2_mean_lag5,29.437327194213868,21,1.3523584208111041,65.62921978254323
temp_range,28.85665092468262,22,1.3256820028848153,66.95490178542805
atenciones_std14,26.263345336914064,23,1.2065448738167712,68.16144665924482
ozono_mean_std14,25.11422348022461,24,1.1537539186740255,69.31520057791884
temperatura_mean_std14,24.674552536010744,25,1.1335553218425012,70.44875589976135
temperatura_mean_std7,24.28819007873535,26,1.1158057306811016,71.56456163044245
precipitacion_sum,23.108657455444337,27,1.0616176970595386,72.62617932750199
pm10_mean_std7,23.106801986694336,28,1.0615324563455273,73.68771178384752
no2_mean_ma3,22.819232177734374,29,1.0483214249855033,74.73603320883302
precipitacion_max,22.743326568603514,30,1.0448343016805353,75.78086751051356
humedad_max,22.277482414245604,31,1.0234333008092547,76.80430081132282
humedad_std,22.243800354003906,32,1.0218859382549843,77.8261867495778
precipitacion_sum_lag3,22.024446105957033,33,1.011808747396937,78.83799549697474
no2_mean_lag3,21.223055267333983,34,0.9749926451121558,79.8129881420869
pm2_5_mean_std14,20.4396541595459,35,0.9390029957122535,80.75199113779915
ozono_mean_std7,19.92701301574707,36,0.9154521290490991,81.66744326684825
no2_mean_lag1,19.915128326416017,37,0.9149061433490545,82.58234941019731
no2_min,19.56585865020752,38,0.8988606041383013,83.48121001433562
precipitacion_sum_lag1,19.550211334228514,39,0.8981417623974159,84.37935177673303
atenciones_lag10_norm,19.474393463134767,40,0.894658669800553,85.27401044653358
pm2_5_mean,18.263350105285646,41,0.8390230248879086,86.11303347142149
no2_mean_std7,18.173012351989748,42,0.8348728851493089,86.9479063565708
precipitacion_sum_lag7,18.153488540649413,43,0.8339759562094553,87.78188231278025
dow_cos,16.7784725189209,44,0.7708073647314818,88.55268967751174
atenciones_lag21_norm,16.241510009765626,45,0.7461391682568125,89.29882884576855
atenciones_lag10,15.509200286865234,46,0.7124966702857042,90.01132551605426
pm2_5_mean_lag3,15.439828681945801,47,0.7093097208232402,90.7206352368775
pm2_5_mean_lag5,14.602112579345704,48,0.6708248265213221,91.39146006339882
pm10_min,14.464277458190917,49,0.6644926454252804,92.05595270882411
no2_mean_lag7,14.284802627563476,50,0.6562475253122568,92.71220023413636
pm2_5_std,13.813399314880371,51,0.6345911352704818,93.34679136940684
no2_mean,13.693783569335938,52,0.6290959569996636,93.97588732640651
atenciones_std3,12.696210479736328,53,0.5832671913921748,94.55915451779869
atenciones_lag14_norm,12.68969955444336,54,0.5829680778011506,95.14212259559984
atenciones_lag28,12.315268325805665,55,0.565766610367573,95.70788920596742
ozono_std,11.248306465148925,56,0.5167501066808171,96.22463931264824
pm2_5_mean_lag1,9.908732414245605,57,0.45520972850425395,96.6798490411525
pm2_5_mean_lag2,9.295280456542969,58,0.4270275869909007,97.1068766281434
atenciones_lag14,9.109189987182617,59,0.41847854272435364,97.52535517086775
atenciones_lag28_norm,7.230918502807617,60,0.33219026520154993,97.8575454360693
pm2_5_mean_lag7,6.132462120056152,61,0.28172689502847126,98.13927233109777
atenciones_vs_week,5.862107849121093,62,0.2693067499355045,98.40857908103328
precipitacion_sum_lag2,5.748284149169922,63,0.2640776597364765,98.67265674076975
atenciones_trend_3_7,5.291744995117187,64,0.24310413298454545,98.9157608737543
pm10_mean_delta1,4.666384506225586,65,0.21437491047003204,99.13013578422432
atenciones_pct_change_7,4.13475341796875,66,0.189951640849602,99.32008742507392
temperatura_mean_delta1,4.052250671386719,67,0.18616144334477602,99.5062488684187
ozono_mean_delta1,3.672080230712891,68,0.16869631502668012,99.67494518344537
precipitacion_sum_ma3,2.7934986114501954,69,0.12833404832560194,99.80327923177097
no2_std,2.4985591888427736,70,0.11478445500957861,99.91806368678056
no2_mean_delta1,1.7835405349731446,71,0.08193631321946132,100.00000000000001
