feature,importance,rank,importance_pct,cumulative_pct
total_atenciones,402.95045471191406,1,16.571246917723094,16.571246917723094
atenciones_ma3,288.6073303222656,2,11.868911617073124,28.44015853479622
atenciones_min14_norm,151.15265502929688,3,6.216118978078023,34.65627751287424
atenciones_lag5,148.48175354003905,4,6.106278754413182,40.76255626728742
temperatura_max,112.73239288330078,5,4.6360943293401675,45.39865059662759
atenciones_min7_norm,84.87410888671874,6,3.4904286589999645,48.88907925562756
temperatura_min,66.83953704833985,7,2.748760944037697,51.637840199665256
humedad_mean_lag2,66.70071716308594,8,2.743052007445785,54.38089220711104
atenciones_std10,62.11834869384766,9,2.554603133685298,56.93549534079634
humedad_mean_std14,52.526319885253905,10,2.1601331040069307,59.09562844480327
humedad_mean_lag3,48.05870361328125,11,1.97640338857721,61.07203183338048
atenciones_lag2_norm,43.261060333251955,12,1.7791013865894962,62.851133219969974
total_atenciones_norm,41.844577407836915,13,1.720848844528033,64.571982064498
humedad_mean_lag1,38.41778450012207,14,1.5799227561079474,66.15190482060595
atenciones_std7,38.12012481689453,15,1.5676815685114691,67.71958638911742
atenciones_lag5_norm,35.400651931762695,16,1.4558438571040173,69.17543024622144
ozono_mean_std14,27.411634063720705,17,1.1272972922017015,70.30272753842314
month_sin,27.126445960998534,18,1.1155689955514723,71.41829653397461
atenciones_lag1_norm,24.87443428039551,19,1.0229555211541053,72.44125205512871
atenciones_std3,23.942124938964845,20,0.9846145089530076,73.42586656408172
atenciones_trend_7_14,21.063723182678224,21,0.8662408834264272,74.29210744750814
contaminacion_total_std7,20.687597846984865,22,0.8507728135014478,75.1428802610096
atenciones_lag7_norm,19.800645446777345,23,0.8142970953176475,75.95717735632724
pm2_5_std,19.27682876586914,24,0.7927552520030446,76.74993260833028
pm2_5_mean_ma3,19.20737934112549,25,0.7898991600139099,77.5398317683442
atenciones_lag3_norm,18.77570686340332,26,0.7721467263529688,78.31197849469717
no2_mean_lag5,18.23627300262451,27,0.7499626300249542,79.06194112472213
atenciones_lag21_norm,17.84434585571289,28,0.7338447141638728,79.795785838886
humedad_mean_std7,17.745203018188477,29,0.7297674872454533,80.52555332613146
atenciones_std3_norm,17.651399612426758,30,0.7259098432586456,81.2514631693901
dow,17.648057556152345,31,0.725772401945232,81.97723557133534
no2_max,16.772832489013673,32,0.6897789676990667,82.66701453903441
temp_range,16.72311782836914,33,0.687734463449629,83.35474900248404
dow_cos,15.713983154296875,34,0.6462340267042648,84.0009830291883
atenciones_lag14,15.400000190734863,35,0.6333215478714403,84.63430457705975
precipitacion_sum_lag7,15.326582336425782,36,0.6303022551080285,85.26460683216779
pm10_min,14.980017852783202,37,0.6160498685820962,85.88065670074988
pm2_5_mean_lag1,14.76121768951416,38,0.6070517610262637,86.48770846177615
pm2_5_mean_lag7,14.71583890914917,39,0.6051855688791645,87.09289403065532
temperatura_mean_std7,14.63368854522705,40,0.6018071536198804,87.6947011842752
atenciones_pct_change_14,14.389982223510742,41,0.5917847858936587,88.28648597016887
atenciones_lag14_norm,14.341546249389648,42,0.5897928673402104,88.87627883750908
atenciones_vs_week,14.25438289642334,43,0.58620829403277,89.46248713154185
no2_min,14.077582931518554,44,0.5789374351983343,90.04142456674019
precipitacion_sum_lag5,14.001223754882812,45,0.5757971812150758,90.61722174795527
pm2_5_mean,13.517483329772949,46,0.5559034649161054,91.17312521287137
precipitacion_sum_lag3,13.206418323516846,47,0.5431109864218989,91.71623619929326
pm2_5_mean_lag3,13.131344604492188,48,0.5400235965940878,92.25625979588735
no2_mean_lag7,12.655652046203613,49,0.5204608470100004,92.77672064289735
atenciones_lag28_norm,12.227538871765137,50,0.5028547888969197,93.27957543179427
pm2_5_mean_lag5,11.792461776733399,51,0.48496234111404973,93.76453777290833
ozono_mean_std7,11.744510650634766,52,0.4829903618265926,94.24752813473492
dow_sin,10.920916557312012,53,0.4491202397784933,94.69664837451342
ozono_mean_delta1,10.446001052856445,54,0.4295894463587049,95.12623782087212
no2_mean_lag3,10.280390357971191,55,0.4227787437398896,95.549016564612
before_holiday,9.883283615112305,56,0.4064478181591949,95.9554643827712
temperatura_mean_delta1,9.823158836364746,57,0.4039752001416483,96.35943958291284
no2_mean_lag1,9.785475540161134,58,0.40242548305171416,96.76186506596456
precipitacion_sum_ma3,9.528363800048828,59,0.39185182050580003,97.15371688647036
precipitacion_sum,9.35541000366211,60,0.3847391344875376,97.5384560209579
atenciones_trend_3_7,9.185658073425293,61,0.37775812449531526,97.91621414545321
precipitacion_max,8.846294403076172,62,0.36380186979824425,98.28001601525145
precipitacion_sum_lag2,8.727769660949708,63,0.35892756640766654,98.63894358165912
pm2_5_mean_delta1,8.550748348236084,64,0.35164760469432343,98.99059118635344
humedad_std,6.806710910797119,65,0.2799244569187078,99.27051564327215
no2_mean_delta1,6.101538848876953,66,0.2509244143057432,99.52144005757789
atenciones_pct_change_7,4.968003749847412,67,0.20430803803349462,99.72574809561138
atenciones_lag10_norm,4.472314453125,68,0.18392292707405355,99.90967102268543
no2_mean,2.196461296081543,69,0.0903289773146226,100.00000000000006
