feature,importance,rank,importance_pct,cumulative_pct
atenciones_ma3,353.09223022460935,1,16.270695000639844,16.270695000639844
total_atenciones,139.434912109375,2,6.425241716390912,22.695936717030754
temperatura_mean_ma14,113.29625549316407,3,5.220757241447109,27.916693958477865
temperatura_max,96.80500640869141,4,4.460830907575788,32.377524866053655
atenciones_min7_norm,70.13600387573243,5,3.2319077848295317,35.609432650883186
atenciones_trend_14_28,61.07485809326172,6,2.814364925590939,38.42379757647412
humedad_mean_std14,61.03198013305664,7,2.8123890842865222,41.236186660760644
total_atenciones_norm,51.570176696777345,8,2.376383687708479,43.61257034846912
atenciones_min14_norm,40.66550750732422,9,1.8738901993878738,45.48646054785699
humedad_mean_lag2,40.39728546142578,10,1.8615303717629923,47.34799091961999
atenciones_lag1_norm,36.805722045898435,11,1.696029044043805,49.04401996366379
precipitacion_sum_ma14,36.353858947753906,12,1.6752069300956252,50.71922689375942
humedad_mean,35.879489517211915,13,1.6533477112817017,52.37257460504112
humedad_mean_lag1,31.375148010253906,14,1.4457850390818188,53.81835964412294
atenciones_min3_norm,29.426364517211915,15,1.355983964112263,55.174343608235205
no2_mean_std7,28.973693466186525,16,1.3351246192261748,56.50946822746138
atenciones_lag2_norm,28.763132858276368,17,1.3254218641463584,57.83489009160774
humedad_mean_std7,27.20236930847168,18,1.2535009734747231,59.08839106508246
atenciones_trend_7_14,26.91820411682129,19,1.240406476435803,60.32879754151826
atenciones_std10,26.14785232543945,20,1.2049082185647726,61.53370576008304
atenciones_pct_change_7,25.992053604125978,21,1.197728923018199,62.731434683101234
ozono_mean_std14,25.568561172485353,22,1.1782141458566606,63.9096488289579
ozono_mean_std7,24.19917869567871,23,1.1151122061590117,65.02476103511691
atenciones_lag7_norm,23.947783279418946,24,1.1035277593986865,66.1282887945156
atenciones_std7,22.75043487548828,25,1.0483532496750765,67.17664204419067
no2_mean_lag3,22.393933486938476,26,1.0319254586791982,68.20856750286987
atenciones_pct_change_14,21.23379783630371,27,0.9784657342359853,69.18703323710585
humedad_std,20.74433479309082,28,0.9559109929857009,70.14294423009156
humedad_mean_lag3,20.144775390625,29,0.9282829475708194,71.07122717766238
pm2_5_mean_std7,20.106278228759766,30,0.9265089759977236,71.9977361536601
pm2_5_mean_std14,20.003054428100587,31,0.9217523633238509,72.91948851698395
atenciones_lag3_norm,19.688270568847656,32,0.9072469403023057,73.82673545728625
atenciones_lag10_norm,19.630020332336425,33,0.9045627355794024,74.73129819286565
atenciones_lag21,18.877945137023925,34,0.8699066738680125,75.60120486673367
no2_mean_lag5,18.790032958984376,35,0.8658556296555314,76.4670604963892
